vfid,RA,DEC,vr,radius,objname
VFID0422,111.11621,61.693916,1733,97.75101,UGC03826
VFID0423,164.79498,61.685215,2063.1,10.378181,PGC2622648
VFID0424,208.34723,61.671726,1857,35.16586,UGC08822
VFID0425,186.27902,61.657536,1488.1,27.297398,PGC040483
VFID0426,205.41888,61.648136,1792.6,10.66894,SDSSJ134140.53+613853.1
VFID0427,171.97948,61.626408,2276.3,9.3998575,PGC2621522
VFID0428,107.274796,61.5955,1796.5,56.77031,UGC03685
VFID0429,153.01009,61.590294,3142.7,7.3641267,SDSSJ101202.42+613525.0
VFID0430,223.1756,61.56745,3002.9,8.111876,PGC2620345
VFID0431,211.35265,61.567074,1725.8,12.6217985,PGC2620337
VFID0432,236.43953,61.55582,888.8,42.08441,UGC10031
VFID0433,164.85757,61.55157,2164.2,23.720358,PGC033071
VFID0434,164.78748,61.530632,2114.5,53.84201,NGC3471
VFID0435,166.825,61.524166,1673,32.24815,PGC3085824
VFID0436,184.96841,61.519722,516.3,7.7111874,PGC2619398
VFID0437,195.12384,61.505337,2735.2,9.842859,PGC2619201
VFID0438,120.46285,61.413136,1604.6,25.010435,UGC04159
VFID0439,210.53636,61.4124,1691.1,9.207066,PGC2617484
VFID0440,120.36375,61.4054,1755.3,23.341097,UGC04153
VFID0441,167.30154,61.396347,2019.7,23.665804,UGC06192
VFID0442,120.6377,61.387913,1602.8,44.88707,UGC04169
VFID0443,269.9108,61.359406,697.3,41.41153,NGC6542
VFID0444,257.5435,61.350414,3086.9,24.78114,UGC10745
VFID0445,120.95727,61.34682,1507,24.105783,UGC04182
VFID0446,167.73517,61.346794,1673.5,36.151077,NGC3543
VFID0447,165.16676,61.320927,2174.7,53.471363,UGC06080
VFID0448,164.78807,61.28373,1699.5,8.692031,SDSSJ105909.14+611701.3
VFID0449,209.88742,61.264927,1710.3,26.128908,UGC08921
VFID0450,206.29541,61.259487,1965.1,9.378238,PGC2614780
VFID0451,206.07137,61.234978,1831.9,13.744257,PGC2614355
VFID0452,178.243,61.21609,3139,38.825874,UGC06858
VFID0453,228.77031,61.202957,2502.7,7.3641267,PGC054421
VFID0454,177.30196,61.19465,3221.9,10.47421,SDSSJ114912.46+611140.4
VFID0455,104.299995,61.191666,1970,100,PGC3085814
VFID0456,261.8266,61.1777,3056,31.269524,UGC10872
VFID0457,186.27252,61.153114,701.7,19.369627,PGC2816013
VFID0458,227.71262,61.147842,2521.8,14.29293,PGC054153
VFID0459,207.2359,61.132484,1865.1,18.035212,PGC2612497
VFID0460,255.86705,61.10879,3292.6,13.586927,PGC2612096
VFID0461,238.5324,61.1017,626.8,20.659569,UGC10090
VFID0462,186.22414,61.063698,709.9,33.428837,PGC040447
VFID0463,207.14027,61.025887,2155.2,10.917451,SDSSJ134833.66+610133.2
VFID0464,207.38295,61.016087,2002.9,10.892342,PGC2610572
VFID0465,175.44385,60.99459,3288.5,7.032686,SDSSJ114146.27+605938.2
VFID0466,210.83437,60.990196,2079.3,43.966434,UGC08988
VFID0467,206.69241,60.986717,1730.5,16.83144,PGC2802348
VFID0468,206.75171,60.973064,2013.6,129.75415,NGC5308
VFID0469,256.803,60.92067,3097.2,15.17474,PGC2609009
VFID0470,176.10205,60.884083,1497.1,14.558655,PGC2608407
VFID0471,220.56885,60.873062,2290.2,13.967583,PGC2608229
VFID0472,178.45418,60.86934,1234.7,17.74685,PGC2608163
VFID0473,102.53614,60.845745,1839.8,68.72603,NGC2273
VFID0474,209.6579,60.796864,1619.3,41.794704,UGC08909
VFID0475,205.5668,60.77691,2200.6,33.89388,UGC08684
VFID0476,153.7363,60.765762,3086,13.247113,PGC2606552
VFID0477,256.91864,60.75083,3056,40.749405,NGC6307
VFID0478,206.60666,60.744915,1552.3,24.384916,SDSSJ134625.62+604441.5
VFID0479,256.90396,60.72879,2972,39.456745,NGC6306
VFID0480,163.6238,60.724136,1322,19.192045,PGC2605963
VFID0481,168.80666,60.700966,1949.6,44.783833,NGC3589
VFID0482,208.53902,60.67806,3039.1,41.22126,NGC5370
VFID0483,175.8626,60.67642,1280.3,32.44302,UGC06691
VFID0484,178.30695,60.675587,1187,166.38771,NGC3945
VFID0485,104.12711,60.651684,1994,24.952913,UGC03598
VFID0486,156.98827,60.634132,1282.7,16.83144,PGC030802
VFID0487,218.41502,60.58268,2225.8,15.244783,SDSSJ143339.59+603457.7
VFID0488,229.82344,60.57666,2562.3,10.450119,SDSSJ151917.62+603436.0
VFID0489,160.55562,60.56004,2607.3,8.533383,PGC2603803
VFID0490,253.12425,60.514557,3094.5,26.008856,NGC6258
VFID0491,172.71037,60.502262,3186.8,25.358366,UGC06501
VFID0492,176.50522,60.501778,1343,17.828764,SDSSJ114601.21+603006.5
VFID0493,136.88985,60.479435,1285.6,85.92534,NGC2742
VFID0494,198.41158,60.47046,1808.7,22.704987,PGC045966
VFID0495,151.16066,60.46619,2221.6,18.370512,PGC029221
VFID0496,141.97385,60.405727,1314.8,12.6217985,PGC2601707
VFID0497,222.44197,60.398575,2314.4,24.384916,UGC09556
VFID0498,137.6684,60.393536,1052.2,10.718185,PGC2601563
VFID0499,203.41446,60.387318,2064.8,24.49747,PGC047759
VFID0500,166.47362,60.37465,1324.5,17.38286,PGC033553
VFID0501,206.62186,60.370865,2050.1,32.293957,UGC08714
VFID0502,151.05609,60.37064,3039.9,16.289364,SDSSJ100413.47+602214.4
VFID0503,166.39188,60.3685,1265,30,PGC033534
VFID0504,161.12584,60.36778,1020,48.31937,UGC05846
VFID0505,119.21775,60.34936,1442.9,54.969433,NGC2460
VFID0506,238.58043,60.345608,2840,100,PGC140544
VFID0507,101.631584,60.340332,2103.9,44.373253,NGC2273B
VFID0508,180.3371,60.337566,1297.5,13.065356,SDSSJ120120.89+602015.1
VFID0509,179.23488,60.32946,1391.7,20.42308,PGC037567
VFID0510,131.88367,60.32049,1498.2,10.498355,PGC2600691
VFID0511,206.65147,60.313015,2064.4314,39.399612,
VFID0512,148.30408,60.312275,1634.2,9.888291,PGC2600607
VFID0513,199.2071,60.309418,2102,14.5922165,PGC2600568
VFID0514,206.64293,60.307034,2064.4314,9.58542,
VFID0515,119.05925,60.30414,1425.7,25.1838,IC2209
VFID0516,175.12971,60.298923,1234.7,43.764427,NGC3796
VFID0517,192.05602,60.271496,1740.3,28.981525,UGC07968
VFID0518,166.69983,60.26302,1277.7,24.328833,PGC033634
VFID0519,138.25064,60.251293,1027.2,22.239307,PGC025980
VFID0520,197.96533,60.247272,2060.9,37.50777,UGC08282
VFID0521,138.26814,60.244926,1133,29.520332,PGC025982
VFID0522,138.51321,60.23806,1584.5,11.275122,PGC2599651
VFID0523,261.66064,60.23268,3294.7,100,SDSSJ172638.33+601358.7
VFID0524,132.29918,60.221188,1340.4,133.38937,NGC2654
VFID0525,207.31345,60.190475,1801.1,168.7024,NGC5322
VFID0526,126.97399,60.174084,1462.8,15.59988,SDSSJ082753.77+601026.6
VFID0527,174.86299,60.172848,1264.4,100,PGC2807143
VFID0528,135.43108,60.157356,3251,14.032054,UGC04727
VFID0529,101.66332,60.1458,1794,32.21968,PGC095598
VFID0530,207.72398,60.141785,2375.6,9.979787,PGC2598511
VFID0531,142.53108,60.139572,3216.9,28.782019,UGC05053
VFID0532,128.52414,60.13066,1486.4,18.841751,PGC024049
VFID0533,192.32166,60.126026,2832.8,15.221643,SDSSJ124917.22+600733.2
VFID0534,176.02036,60.119774,2443.2,57.427677,NGC3835
VFID0535,151.1323,60.107937,3038.1,29.452438,NGC3102
VFID0536,173.77808,60.10525,2321.6,15.385841,PGC2598064
VFID0537,262.11697,60.094215,3188.9,26.310024,NGC6390
VFID0538,242.35733,60.088474,2995,26.310024,UGC10247
VFID0539,233.70235,60.08572,2968,7.7111874,PGC2597829
VFID0540,207.04918,60.085224,1831.4,10.66894,PGC2597819
VFID0541,100.029335,60.08064,2101.4,60.13416,NGC2273A
VFID0542,208.68427,60.075455,3038.3,12.477319,SDSSJ135444.26+600431.7
VFID0543,137.24867,60.062828,1573.4,29.048336,PGC095604
VFID0544,165.38301,60.05205,616.4,100,SDSSJ110131.92+600307.0
VFID0545,163.48444,60.045254,1266.2,17.104929,SDSSJ105356.28+600242.9
VFID0546,238.17189,60.043465,2932,13.712646,PGC2597325
VFID0547,137.90605,60.037323,1397.8,169.0913,NGC2768
VFID0548,207.42992,60.01864,1866.1,22.704987,PGC049065
VFID0549,261.82028,60.014015,3218.1,36.65399,NGC6381
VFID0550,174.05125,59.976498,3297.3,37.94209,NGC3740
VFID0551,137.56128,59.954163,1322.2,29.931002,UGC04808
VFID0552,172.56013,59.94094,1023.3,23.55707,SDSSJ113014.45+595627.0
VFID0553,136.2358,59.933037,1545.7,45.932625,NGC2726
VFID0554,168.33597,59.907974,1059.4,46.4645,UGC06249
VFID0555,176.9387,59.886642,1281,22.188158,PGC036801
VFID0556,177.02876,59.87655,3131.4,20.564648,PGC036845
VFID0557,170.54465,59.87056,3157.6,10.283033,PGC034876
VFID0558,207.85773,59.863758,2214.9,27.549978,NGC5342
VFID0559,153.73796,59.853245,2196.5,9.596685,PGC2815910
VFID0560,207.23474,59.835884,2019.8,41.794704,UGC08741
VFID0561,138.88318,59.830185,1367.7,13.400508,SDSSJ091531.98+594948.5
VFID0562,206.67252,59.822918,1865.1,17.065588,PGC048833
VFID0563,153.74646,59.817547,2158,11.171751,PGC2815909
VFID0564,209.56906,59.8143,3039,33.97201,NGC5402
VFID0565,227.92072,59.808914,2464.5,89.35549,NGC5894
VFID0566,235.38675,59.755287,2877.8,26.492397,NGC5989
VFID0567,208.89304,59.74282,1765.4,61.67672,NGC5379
VFID0568,209.02641,59.742004,1847.3,98.20221,NGC5389
VFID0569,130.10497,59.727676,1283.5,9.979787,SDSSJ084025.19+594339.6
VFID0570,252.734,59.718945,3054,26.310024,UGC10590
VFID0571,191.07225,59.718826,2935.3,14.42518,SDSSJ124417.35+594307.6
VFID0572,203.40576,59.715588,2902.3,11.9983425,PGC2593509
VFID0573,193.5122,59.70816,2911.9,9.18589,PGC2593434
VFID0574,208.12186,59.674686,1875.4,23.720358,PGC049273
VFID0575,207.35646,59.642082,2302.9,11.120421,PGC2592720
VFID0576,208.89967,59.620586,1671,26.860943,UGC08859
VFID0577,177.4869,59.603493,3118.5,18.49785,PGC2592316
VFID0578,170.02461,59.595936,1884.8,9.552592,PGC2592225
VFID0579,224.12949,59.594486,533.2,18.798416,PGC053410
VFID0580,234.03079,59.56672,3057,26.068813,UGC09934
VFID0581,104.89284,59.518417,3292.1,19.775217,PGC019975
VFID0582,208.81693,59.50663,2070.7,44.475544,NGC5376
VFID0583,211.85109,59.502636,1820.3,11.197505,PGC2591185
VFID0584,207.36784,59.494858,1977.8,12.137277,SDSSJ134928.28+592941.2
VFID0585,217.59541,59.46976,2015.8,48.5424,NGC5667
VFID0586,229.70003,59.4624,680.7,36.908062,UGC09816
VFID0587,208.91539,59.46119,2995.7,10.993127,PGC2590712
VFID0588,208.92152,59.460674,3012.0884,2.227653,
VFID0589,233.51509,59.45788,2861.5,11.779348,PGC2590679
VFID0590,177.38956,59.439392,2816.6,9.122655,SDSSJ114933.49+592621.7
VFID0591,150.96613,59.436184,2971.9,17.263199,UGC05408
VFID0592,210.78671,59.433548,3010.5,35.246925,UGC08985
VFID0593,177.26683,59.432743,3213.5,35.573063,NGC3895
VFID0594,177.09706,59.43012,3207.9,27.613487,PGC036862
VFID0595,174.143,59.427204,3158.2,12.306123,PGC035916
VFID0596,206.20876,59.423805,1757,26.984928,PGC048726
VFID0597,209.27779,59.423134,1819.1,10.188758,PGC2590282
VFID0598,177.20992,59.415787,3239.3,79.821754,NGC3894
VFID0599,234.19994,59.397797,3049,29.317116,NGC5976
VFID0600,234.47232,59.392086,2528.8,81.86933,NGC5981
VFID0601,217.86635,59.391243,1827,18.798416,PGC2589926
VFID0602,221.91179,59.3644,2206.8,14.978498,PGC2816115
VFID0603,212.64958,59.35802,3064.8,36.993145,UGC09080
VFID0604,234.66585,59.35587,2829.7,92.07066,NGC5982
VFID0605,141.34659,59.33884,2342.3,20.51735,SDSSJ092523.19+592019.6
VFID0606,218.65413,59.338234,1905.7,28.649778,UGC09391
VFID0607,258.29288,59.332336,1157.4,22.809788,PGC059862
VFID0608,234.90448,59.331985,2519.2,119.43215,NGC5985
VFID0609,210.19058,59.3284,2993.4,65.481895,NGC5430
VFID0610,258.279,59.323338,1028,21.733078,PGC059804
VFID0611,149.06178,59.30716,2992.5,49.78761,NGC3043
VFID0612,220.3272,59.30145,2316.8,28.583885,UGC09477
VFID0613,171.6081,59.293663,1341.9,13.999782,SDSSJ112625.95+591737.3
VFID0614,194.86154,59.29305,2858.1,19.459032,SDSSJ125926.76+591735.0
VFID0615,169.94109,59.28051,2925.5,47.437443,UGC06335
VFID0616,210.52376,59.2802,3061.9,23.55707,PGC2588613
VFID0617,147.17326,59.260986,2231.1,33.583138,PGC028195
VFID0618,150.50401,59.252293,2802.9,29.24969,PGC029056
VFID0619,177.14226,59.242413,3290.6,13.338938,PGC036883
VFID0620,180.0603,59.23987,1920.2,14.12932,SDSSJ120014.47+591423.5
VFID0621,131.84601,59.223095,1306.3,34.283432,SDSSJ084723.03+591323.2
VFID0622,236.60066,59.215363,2686.863,23.811209,
VFID0623,236.08292,59.208492,2699.8718,44.430817,
VFID0624,236.42546,59.19065,2711.8801,27.968016,
VFID0625,233.66046,59.172607,3027.4,9.596685,PGC2587333
VFID0626,236.5322,59.170277,2691.8665,13.613636,
VFID0627,205.87572,59.167873,3037.4,10.522556,PGC2587285
VFID0628,171.68459,59.155457,1201.2,16.33508,IC0691
VFID0629,209.16907,59.150654,1650.1,8.692031,PGC2587092
VFID0630,176.6882,59.144733,3274.5,9.356668,PGC2587031
VFID0631,169.22478,59.1328,1681.9,10.259383,PGC2586875
VFID0632,260.5169,59.112762,2561.7761,20.4022,
VFID0633,175.78838,59.10589,1325.5,45.511513,UGC06682
VFID0634,219.26295,59.10175,2233,100,PWWFJ1437+5905
VFID0635,226.39882,59.093773,2606.7,24.21705,PGC2586382
VFID0636,128.65515,59.093426,1440.1,100,SDSSJ083437.21+590536.4
VFID0637,134.47296,59.083366,936.3,43.363194,UGC04683
VFID0638,178.14833,59.083275,3249.1,10.79248,PGC2586272
VFID0639,137.09625,59.074684,1295,34.444607,UGC04788
VFID0640,170.57466,59.07445,1576.2,127.973854,NGC3642
VFID0641,179.25075,59.053795,2659.7,11.301114,SDSSJ115700.18+590313.6
VFID0642,134.41315,59.049004,1121.1,100,SDSSJ085739.15+590256.4
VFID0643,127.196465,59.018505,968.6,49.60533,SDSSJ082847.12+590106.7
VFID0644,181.43459,59.013176,3185.3,11.9983425,SDSSJ120544.32+590047.3
VFID0645,176.98697,58.993027,2421.9,12.709289,PGC2585171
VFID0646,149.34338,58.9913,2993.2,13.967583,PGC028747
VFID0647,176.38812,58.97811,3089.1,30.628185,UGC06732
VFID0648,222.82437,58.97806,2148.2,88.94494,NGC5777
VFID0649,170.64865,58.977962,1259.7,10.917451,PGC2584984
VFID0650,145.7568,58.97362,1348.1,34.12882,UGC05179
VFID0651,157.23384,58.973007,2455.8,23.829847,UGC05673
VFID0652,179.19899,58.972336,1229.2,15.8168955,SDSSJ115647.76+585820.3
VFID0653,181.56013,58.971188,3254.8,24.272877,PGC038384
VFID0654,133.5921,58.96747,1013.4,16.448309,PGC025002
VFID0655,124.67852,58.961205,1406.7,21.484303,PGC023298
VFID0656,141.30595,58.95837,3222.8,35.543133,SDSSJ092513.29+585730.9
VFID0657,141.30826,58.957165,3236.244,35.138645,
VFID0658,222.89984,58.954163,2177.8,20.51735,UGC09570
VFID0659,234.27782,58.947594,2984.1,11.970747,PGC2584607
VFID0660,133.45554,58.944183,864,19.286345,SDSSJ085349.32+585639.2
VFID0661,170.4593,58.944157,1691.7,8.224723,PGC2584578
VFID0662,176.79973,58.91916,2483,26.737528,SDSSJ114711.93+585508.7
VFID0663,170.45505,58.909496,1496.3,1.7223494,SDSSJ112149.18+585434.3
VFID0664,204.20056,58.896095,2955.1,12.738587,PGC2584020
VFID0665,193.5938,58.89493,2455.5,18.41286,PGC043896
VFID0666,173.82558,58.888554,1038,19.280632,PGC035827
VFID0667,176.82819,58.88582,2556,14.42518,PGC036769
VFID0668,193.70738,58.882385,2566.4,23.180418,PGC043983
VFID0669,130.01685,58.881832,1444.9,17.543703,PGC024367
VFID0670,224.5406,58.871788,2278.4,15.385841,UGC09638
VFID0671,145.64636,58.85123,1328.7,78.54549,NGC2950
VFID0672,182.44714,58.849197,1899.5,35.32818,NGC4141
VFID0673,131.08931,58.84197,1291.3,37.76776,UGC04549
VFID0674,140.22337,58.83543,3185.4,8.652095,PGC3136622
VFID0675,182.70253,58.82471,3091.3,12.1933,SDSSJ121048.59+584928.7
VFID0676,210.18605,58.820927,2258.6,20.99526,PGC049871
VFID0677,151.49995,58.812305,2913.4,22.086212,UGC05435
VFID0678,207.15689,58.809837,1764.6,12.6800585,SDSSJ134837.68+584835.5
VFID0679,176.46992,58.80315,2407.9,11.094846,PGC2582972
VFID0680,182.24469,58.79215,1931.9,11.725226,PGC2582852
VFID0681,265.7251,58.791943,3050,26.370676,UGC10961
VFID0682,193.76659,58.7912,2609,26.249514,UGC08046
VFID0683,219.76625,58.788147,2031.9,12.709289,PGC2582809
VFID0684,169.60529,58.786236,1699.7,71.63434,NGC3610
VFID0685,193.68144,58.776443,2523.5,41.126453,UGC08040
VFID0686,217.82532,58.761337,3083.2,16.33508,PGC095620
VFID0687,182.85413,58.75903,3182.4,22.086212,PGC038840
VFID0688,174.53558,58.75828,1251,28.914871,UGC06604
VFID0689,169.5151,58.74706,1850.3,11.591009,PGC213808
VFID0690,176.76321,58.74223,3292.4,13.744257,PGC036752
VFID0691,133.8946,58.734394,877,129.75415,NGC2685
VFID0692,152.9856,58.7342,2097.7,8.149318,PGC029702
VFID0693,214.32008,58.709526,3079,28.981525,UGC09151
VFID0694,195.53195,58.699192,663.1,72.46382,UGC08146
VFID0695,208.69165,58.66662,1719.5,20.754929,NGC5372
VFID0696,207.32518,58.663746,1743.5,24.161354,UGC08743
VFID0697,160.96593,58.644245,1172,9.618808,SDSSJ104351.82+583839.0
VFID0698,175.13367,58.64227,1941,3,PGC036216
VFID0699,171.85622,58.638836,1253.8,17.584145,PGC2581061
VFID0700,230.54141,58.638756,3297.5,8.149318,PGC2581064
VFID0701,175.0281,58.61315,1207.7,63.113354,NGC3795
VFID0702,176.51411,58.606064,1333.9,11.37945,PGC2580656
VFID0703,175.06941,58.6056,2340,10.401098,
VFID0704,137.57594,58.600677,1184.2,12.826886,SDSSJ091018.20+583602.5
VFID0705,161.36357,58.593204,3052,35.491245,UGC05862
VFID0706,171.04468,58.58068,2031.8,20.004204,UGC06412
VFID0707,234.38748,58.579967,2914.5,28.256687,SDSSJ153732.99+583447.8
VFID0708,172.11377,58.578453,3111,100,PGC035325
VFID0709,182.72702,58.57783,2949.9,15.350455,SDSSJ121054.47+583440.1
VFID0710,172.1399,58.56291,3129.7,72.297165,NGC3690
VFID0711,172.12827,58.561836,2994.9,6.3550835,IC0694
VFID0712,198.62679,58.55798,2798.1,23.341097,PGC046033
VFID0713,154.30074,58.53962,2285.9,13.524501,SDSSJ101712.20+583224.2
VFID0714,176.49469,58.535213,1383.2,15.209722,PGC036687
VFID0715,155.06589,58.530045,3225.9,8.019019,PGC2579812
VFID0716,145.84584,58.5245,1344.1,20.329245,PGC027824
VFID0717,169.27295,58.516716,1579.7,13.155921,PGC034446
VFID0718,228.37163,58.50934,2543,24.952913,PGC054346
VFID0719,112.05412,58.50672,3165,56.120464,UGC03855
VFID0720,178.93683,58.504627,3182.1,7.553031,SDSSJ115544.84+583016.6
VFID0721,178.74461,58.49358,3184.4,75.53031,NGC3963
VFID0722,123.72047,58.491283,1558.8,26.394756,SDSSJ081452.89+582928.9
VFID0723,152.5566,58.489735,2136.7,25.829813,UGC05480
VFID0724,201.19836,58.48886,2851.1,30,SDSSJ132447.61+582919.8
VFID0725,148.29826,58.478477,1521.4,26.984928,UGC05296
VFID0726,168.88768,58.478413,1451.9,22.290575,PGC034324
VFID0727,185.64986,58.471954,3176.5,9.143685,PGC213983
VFID0728,172.52147,58.471657,1532.5,14.795214,PGC2579119
VFID0729,152.37907,58.450226,2201.4,18.244051,UGC05475
VFID0730,229.61272,58.44973,2562,13.216646,PGC2578846
VFID0731,232.48598,58.443092,2889.9,28.925655,SDSSJ152956.64+582635.0
VFID0732,182.05421,58.43073,2931.2,11.275122,SDSSJ120813.00+582550.2
VFID0733,174.26195,58.415527,1267,34.12882,NGC3757
VFID0734,193.61179,58.397057,2635.2,9.421526,SDSSJ125426.85+582348.9
VFID0735,154.23094,58.394783,2234.6,19.369627,UGC05541
VFID0736,176.97809,58.36423,1383.8,20.898796,SDSSJ114754.72+582151.3
VFID0737,169.45454,58.3521,1758.4,20.004204,UGC06304
VFID0738,153.67236,58.346336,2106,8.712068,SDSSJ101441.36+582046.6
VFID0739,193.84134,58.344116,2492.8,82.43682,NGC4814
VFID0740,148.5385,58.34099,1178,25.475414,UGC05306
VFID0741,170.65736,58.32853,1936.3,12.27782,PGC034916
VFID0742,186.53307,58.320282,722.1,58.3608,UGC07534
VFID0743,156.63501,58.31292,3247.5,9.888291,SDSSJ102632.34+581846.3
VFID0744,169.57227,58.306126,1991.4,16.715572,PGC034532
VFID0745,182.63695,58.304077,3063.3,41.126453,NGC4149
VFID0746,174.83875,58.268658,1144.8,60.97071,NGC3795A
VFID0747,124.7406,58.262737,1073.5,30.138474,UGC04314
VFID0748,139.7442,58.235504,1167,17.911058,SDSSJ091858.62+581407.6
VFID0749,110.17165,58.20727,3276,22.341959,PGC020734
VFID0750,154.88759,58.205772,2098.7,57.560062,NGC3182
VFID0751,261.1933,58.20572,2818,31.92429,UGC10854
VFID0752,138.81024,58.200058,3273.8,13.125663,PGC026096
VFID0753,179.05756,58.19929,1305.2,31.269524,UGC06912
VFID0754,168.82341,58.193474,1451.9,10.742893,SDSSJ111517.56+581136.5
VFID0755,173.93222,58.1925,1254.9,31.269524,UGC06566
VFID0756,174.11037,58.190853,1212.9,53.84201,UGC06575
VFID0757,187.81108,58.188324,3139.6,9.640982,PGC2575632
VFID0758,214.62767,58.18411,1786.8,10.693534,PGC2575583
VFID0759,169.37065,58.16968,1548.1,8.914998,PGC2575396
VFID0760,197.69066,58.156975,1411.8,13.935458,PGC2575228
VFID0761,179.54585,58.156494,954.4,11.146057,PGC2575211
VFID0762,111.23577,58.153927,3264,19.103867,PGC020958
VFID0763,156.29121,58.14997,2130.3,49.558853,NGC3225
VFID0764,172.57199,58.13396,1448.7,30.347383,PGC035451
VFID0765,181.24591,58.107285,2600.8,31.341606,PGC038250
VFID0766,110.76771,58.09675,3203,25.889357,PGC020882
VFID0767,185.198,58.092472,3021.2,65.78415,NGC4290
VFID0768,155.66632,58.090076,2025.9,10.47421,PGC2574416
VFID0769,185.17336,58.08928,2892.5,100,SDSSJ122041.60+580521.4
VFID0770,185.31357,58.085087,2828.6,20.42308,PGC039934
VFID0771,234.98915,58.07953,3006.2,115.112175,NGC5987
VFID0772,197.51419,58.068237,2181.8,10.095347,SDSSJ131003.41+580405.6
VFID0773,210.83937,58.067616,692.9,13.247113,SDSSJ140321.46+580403.4
VFID0774,158.5423,58.063675,2240.2,11.223318,PGC031259
VFID0775,230.96533,58.052975,2660.1,50.48022,UGC09837
VFID0776,180.81635,58.05286,2288,14.295613,PGC3095176
VFID0777,119.72655,58.0422,1089.7,61.25214,UGC04121
VFID0778,169.77135,58.022587,2279.6,17.584145,PGC034619
VFID0779,187.40178,58.0211,3039.6,13.369687,PGC041215
VFID0780,217.9454,58.008636,1842,19.103867,PGC2573480
VFID0781,169.6505,57.999954,2021,106.444016,NGC3613
VFID0782,266.04352,57.98778,2855,15.744224,UGC10968
VFID0783,168.2272,57.987457,2191.5,18.32826,PGC2573236
VFID0784,210.70392,57.974663,1798.6,32.894344,UGC08970
VFID0785,187.84225,57.96467,3073.5,45.82698,NGC4500
VFID0786,218.02386,57.953106,1924.3342,15.081023,
VFID0787,176.05725,57.94815,1299,42.768227,NGC3838
VFID0788,179.35603,57.93003,1200.6,34.76332,UGC06931
VFID0789,218.02336,57.921432,1899.2,88.74037,NGC5678
VFID0790,170.52748,57.91259,3174.5,29.931002,PGC034848
VFID0791,200.31862,57.89833,2128.7,17.993732,PGC046620
VFID0792,175.58119,57.895763,1327.1,18.712046,PGC036357
