vfid,RA,DEC,vr,radius,objname
VFID1002,150.88208,55.522568,1347.7,12.650895,PGC2505123
VFID1003,171.43053,55.520313,2886.5,14.358903,PGC2505047
VFID1004,212.82407,55.512264,1681.1,31.125853,PGC050651
VFID1005,267.386,55.50808,1067,22.086212,PGC060931
VFID1006,226.64095,55.479187,836.4,41.794704,NGC5870
VFID1007,175.87975,55.478878,979.4,35.16586,UGC06685
VFID1008,179.39818,55.458714,687.4,42.181427,NGC3990
VFID1009,179.48395,55.45357,1043.7,82.05806,NGC3998
VFID1010,211.17911,55.435215,1537.9,15.6718855,PGC099782
VFID1011,228.75397,55.432026,3164,19.192045,2MASXJ15150097+5525555
VFID1012,182.11748,55.42387,1747.8,9.797635,PGC2501589
VFID1013,212.25273,55.420223,1887.8,18.455307,PGC2501446
VFID1014,179.2577,55.419804,1208.6,18.49785,PGC2501414
VFID1015,162.8809,55.39097,2899.8,25.652002,UGC05954
VFID1016,179.55702,55.387913,968.9,15.244783,PGC213915
VFID1017,177.66225,55.35389,951.1,49.33115,NGC3913
VFID1018,178.9379,55.320724,854,107.67658,NGC3972
VFID1019,151.17383,55.311367,1113,53.34838,UGC05421
VFID1020,179.70496,55.30684,945.3,16.486227,PGC2832101
VFID1021,206.3256,55.290813,1966.9,37.6809,NGC5294
VFID1022,213.4754,55.26762,1678.2,15.780518,SDSSJ141354.14+551603.3
VFID1023,234.26744,55.26393,674.4,8.396944,PGC055616
VFID1024,143.49895,55.245926,751,100,[MU2012]J0934+55A
VFID1025,143.50883,55.24062,746.8,7.836484,UGCA166
VFID1026,164.69666,55.23468,2883.3,36.317944,UGC06061
VFID1027,211.5374,55.224022,1924.7,18.11846,PGC2494825
VFID1028,180.41505,55.208652,1188.9,19.414278,PGC2832106
VFID1029,210.15755,55.183643,2047.3,21.189528,SDSSJ140037.81+551101.1
VFID1030,178.48734,55.17152,1196,11.888341,PGC2492981
VFID1031,181.72191,55.168453,2537.5,21.385592,PGC038432
VFID1032,210.17513,55.16445,1859.3,84.357025,NGC5422
VFID1033,255.87009,55.148335,3271,32.81869,PGC059518
VFID1034,180.45886,55.145058,1042.4,18.712046,PGC2492054
VFID1035,205.3391,55.141098,2008.9,9.552592,PGC2491930
VFID1036,179.11719,55.12526,1112.2,56.50947,NGC3982
VFID1037,183.21002,55.1069,2542.2,10.306739,PGC2490787
VFID1038,211.85403,55.103012,1381.8,40.65568,NGC5486
VFID1039,173.34781,55.072395,2354.6,11.671354,PGC035678
VFID1040,180.87772,55.051716,1113,2.042308,SDSSJ120330.64+550306.0
VFID1041,176.06172,55.034985,1428.1,58.09266,NGC3846A
VFID1042,211.70082,55.029892,2029.3,14.161891,NGC5484
VFID1043,224.1343,55.029697,831,15.780518,SDSSJ145632.21+550146.8
VFID1044,180.25151,55.02549,1107.4,23.073914,PGC037896
VFID1045,212.23253,55.022095,2062.3,10.742893,SDSSJ140855.79+550119.4
VFID1046,211.49704,55.01192,2009.3,28.649778,PGC2487633
VFID1047,211.79727,55.001625,1904.5,75.35659,NGC5485
VFID1048,211.65887,54.996582,1837.2,30.487461,SDSSJ140638.13+545947.6
VFID1049,177.0472,54.99181,2426.2,44.88707,UGC06774
VFID1050,123.23493,54.968983,2570.9,23.341097,UGC04267
VFID1051,182.3822,54.938366,993.8,13.493396,PGC2485185
VFID1052,210.2581,54.93197,1757.3,8.79268,PGC2484987
VFID1053,137.3322,54.91151,2439.1,46.786575,UGC04800
VFID1054,212.1116,54.90881,1441.3,21.484303,UGC09051
VFID1055,211.18002,54.892563,1893.4,59.7202,NGC5473
VFID1056,146.59517,54.869026,1587.1,11.24919,PGC028037
VFID1057,212.20499,54.856133,2000.8,10.892342,PGC2482599
VFID1058,231.36868,54.8537,2602.6,18.489002,SDSSJ152528.48+545113.4
VFID1059,173.75674,54.8505,1182.4,101.88758,NGC3733
VFID1060,169.53525,54.84128,1895.9,18.370512,PGC034528
VFID1061,175.6134,54.81899,1246.3,18.583233,PGC036347
VFID1062,211.81998,54.800613,1737.1,19.147905,PGC2480744
VFID1063,211.91365,54.794613,2315.9,27.234615,PGC050395
VFID1064,209.97298,54.788692,2134.2,18.798416,PGC049822
VFID1065,128.3512,54.77225,740.4,16.638771,PGC023999
VFID1066,213.53906,54.770504,1800.8,10.212246,SDSSJ141409.37+544613.5
VFID1067,181.65797,54.76607,850.1,32.071648,PGC166121
VFID1068,226.96593,54.752777,3132,71.46958,NGC5874
VFID1069,186.17755,54.74487,2493.1,10.306739,PGC2478952
VFID1070,157.27039,54.716877,1429,33.275246,UGC05676
VFID1071,211.97775,54.703392,1818.4,19.369627,SDSSJ140754.65+544212.1
VFID1072,211.55971,54.687645,1499.6,31.507309,SDSSJ140614.35+544115.6
VFID1073,113.329895,54.672447,3087,18.583233,PGC021271
VFID1074,213.34082,54.668465,2061.7,17.342882,PGC050791
VFID1075,178.84872,54.657375,851.2,50.132717,UGC06894
VFID1076,145.10294,54.645454,2493.2,10.283033,PGC3134653
VFID1077,227.37854,54.63427,3086.2,15.350455,PGC2475443
VFID1078,183.35844,54.608807,2390.5,12.0815115,SDSSJ121326.02+543631.6
VFID1079,180.18484,54.55423,1275.8,16.0739,PGC037876
VFID1080,150.07874,54.53865,1550.1,42.181427,UGC05369
VFID1081,218.70732,54.53443,2034.9,14.2600565,PGC2472512
VFID1082,183.54008,54.526474,2556.1,49.217693,NGC4194
VFID1083,174.9517,54.521114,791.9,17.78776,PGC2472082
VFID1084,224.32617,54.5181,3215.9,13.555678,SDSSJ145718.30+543105.3
VFID1085,227.38159,54.506466,3254.1,73.81103,NGC5876
VFID1086,186.2997,54.5062,2498.7,38.205093,NGC4384
VFID1087,152.54018,54.50359,1105.5,33.428837,UGC05479
VFID1088,218.71825,54.47576,2113.3,72.297165,NGC5687
VFID1089,203.64015,54.45938,2118,21.433401,SDSSJ133433.68+542733.4
VFID1090,165.5305,54.454906,2864.4,18.972355,PGC033290
VFID1091,165.00069,54.425495,1004.2,28.715822,PGC033137
VFID1092,210.31685,54.418728,1880.2,29.520332,PGC049919
VFID1093,158.13284,54.401043,1441.4,34.28635,UGC05720
VFID1094,107.85897,54.376717,3155.3,22.086212,UGC03722
VFID1095,213.21428,54.374516,1992.6,14.6258545,PGC050757
VFID1096,170.8707,54.3374,1786.7,12.506082,PGC2466599
VFID1097,205.16608,54.332924,2016.7,63.258846,UGC08658
VFID1098,163.66417,54.305115,1372,89.14998,NGC3448
VFID1099,174.20012,54.29359,1287.1,57.163822,NGC3756
VFID1100,176.76181,54.288204,1365.6,9.842859,SDSSJ114702.84+541716.8
VFID1101,163.55353,54.287216,1512.3,54.969433,UGC06016
VFID1102,165.02527,54.27226,1437,17.183882,SDSSJ110006.06+541620.1
VFID1103,212.61163,54.27113,1508.7228,22.47603,
VFID1104,211.34158,54.269886,1970.6,13.967583,PGC2464645
VFID1105,120.24129,54.23197,894.1,11.943215,PGC2463543
VFID1106,220.09161,54.224644,624.2,9.552592,SDSSJ144021.99+541328.5
VFID1107,212.51279,54.218353,1823.9,53.225685,UGC09071
VFID1108,161.23207,54.206932,1000.7,42.118656,PGC2807136
VFID1109,146.07147,54.191196,1624.1,17.026339,PGC027886
VFID1110,176.55609,54.176205,1043.3,6.984274,PGC2461968
VFID1111,134.07736,54.138428,2375.3,9.039018,PGC2460896
VFID1112,131.71896,54.11139,573.4,14.325878,SDSSJ084652.53+540641.4
VFID1113,146.77406,54.09453,1588.1,10.47421,PGC028102
VFID1114,213.62799,54.094345,2055,8.224723,PGC2459580
VFID1115,197.156,54.074368,2462.2,44.475544,UGC08231
VFID1116,174.4351,54.045715,868.9,12.506082,PGC2458152
VFID1117,161.8304,54.03778,775.7,20.850729,UGC05883
VFID1118,162.87317,54.03475,1330.5,14.032054,PGC2457837
VFID1119,192.03984,54.023643,3291.8,23.947865,PGC043240
VFID1120,177.00557,54.00494,2595.1,25.1838,SDSSJ114801.24+540019.0
VFID1121,197.28645,53.943565,2503.5,22.290575,PGC045594
VFID1122,212.97672,53.939613,1929.8,21.385592,PGC050695
VFID1123,220.766,53.91586,838.2,13.308259,SDSSJ144303.81+535457.5
VFID1124,171.88615,53.915127,2961.6,13.247113,PGC035251
VFID1125,173.08488,53.904507,2819.5,29.317116,UGC06518
VFID1126,219.82898,53.875668,2207.6,32.74321,UGC09452
VFID1127,170.59875,53.865276,3059,29.210102,PGC5065938
VFID1128,228.8074,53.86443,3207,13.065356,PGC2453040
VFID1129,176.96399,53.846657,1017.6,11.698259,PGC2452508
VFID1130,170.91124,53.842125,2871.2,43.865314,NGC3656
VFID1131,212.29103,53.821335,2053.4,25.949038,PGC050505
VFID1132,134.28635,53.816288,2327.8,8.67204,SDSSJ085708.71+534858.3
VFID1133,175.27818,53.797787,1320.6,15.45686,PGC2451106
VFID1134,170.81723,53.78727,2793.7,18.49785,PGC034962
VFID1135,151.27979,53.785572,737.2,26.128908,SDSSJ100507.13+534708.2
VFID1136,224.48476,53.78499,3176.9,35.984978,UGC09632
VFID1137,206.46204,53.780716,1891.5,10.072128,PGC2450627
VFID1138,134.77386,53.771656,2328.1,58.226578,NGC2701
VFID1139,224.4734,53.76743,3080.4,9.933933,PGC2450266
VFID1140,134.77469,53.760235,2280.1238,45.98939,
VFID1141,183.5103,53.75487,915.8,10.118619,PGC039055
VFID1142,171.66858,53.746666,649.8,42.768227,UGC06446
VFID1143,171.18611,53.743015,3003.5,20.235842,UGC06422
VFID1144,215.2236,53.73443,660.1,100,SDSSJ142053.66+534403.9
VFID1145,143.84746,53.71022,3287.3,8.79268,SDSSJ093523.40+534236.7
VFID1146,170.76018,53.69596,2796.3,15.492491,PGC034944
VFID1147,170.60515,53.687786,2946.2,20.99526,PGC034895
VFID1148,213.6876,53.650875,1669.7,6.0822535,SDSSJ141445.02+533903.1
VFID1149,168.43169,53.646805,928.2,12.797385,PGC2446875
VFID1150,167.01231,53.61631,1234.4,28.387115,UGC06182
VFID1151,179.93027,53.610844,1132,9.421526,PGC2445913
VFID1152,167.08302,53.607697,1184.6,7.7467804,PGC2445811
VFID1153,168.35832,53.594696,926,24.384916,UGC06251
VFID1154,206.26079,53.5702,2974.2,9.574614,SDSSJ134502.59+533412.3
VFID1155,159.69118,53.503338,990.5,53.96613,NGC3310
VFID1156,179.98436,53.49582,1059,12.975415,PGC2442676
VFID1157,212.10416,53.491257,2130.5,10.917451,SDSSJ140824.99+532928.4
VFID1158,214.99037,53.47012,1729.8,20.802774,PGC051217
VFID1159,183.23283,53.460445,1155,13.524501,PGC038959
VFID1160,129.90704,53.45654,685.8,54.71687,UGC04514
VFID1161,107.2785,53.4456,3144.2,32.894344,UGC03690
VFID1162,139.18967,53.442955,2235.5,14.161891,PGC026188
VFID1163,215.88014,53.440453,2672.8,9.443245,SDSSJ142331.23+532625.7
VFID1164,218.08603,53.43898,2171.6,13.555678,PGC2441100
VFID1165,179.69717,53.425407,1111.3,38.825874,UGC06969
VFID1166,176.61786,53.41209,915.5,7.927226,PGC2440363
VFID1167,220.95502,53.40068,3288.5,39.00509,NGC5751
VFID1168,167.737,53.387775,2849.1,79.08994,NGC3549
VFID1169,179.39992,53.374516,1047.2,211.89526,NGC3992
VFID1170,179.64308,53.345417,1122,15.31515,PGC2832098
VFID1171,139.4433,53.29275,2280.8,12.249581,PGC026253
VFID1172,179.44817,53.234497,1111.4,20.754929,UGC06940
VFID1173,235.8199,53.23053,979.4,11.511217,SDSSJ154316.74+531349.6
VFID1174,175.87804,53.18702,1294.2,14.932113,PGC036429
VFID1175,170.262,53.169556,1163.2,111.46057,NGC3631
VFID1176,179.20662,53.160347,1085,28.649778,UGC06923
VFID1177,173.45586,53.125847,1018.9,85.727715,NGC3729
VFID1178,253.59029,53.11214,1089.2,33.660553,UGC10608
VFID1179,183.27026,53.105637,1289.4,10.141945,SDSSJ121304.87+530620.1
VFID1180,182.37566,53.104713,1159.7,52.73771,NGC4142
VFID1181,177.97357,53.099518,1124.4,12.856456,PGC2431790
VFID1182,168.46043,53.086403,2860.4,25.949038,PGC034190
VFID1183,152.04199,53.083473,1111.3,113.794495,UGC05459
VFID1184,173.1452,53.0679,992.8,140.96823,NGC3718
VFID1185,185.78342,53.022343,894.2,7.8004785,PGC2429780
VFID1186,131.29573,53.018036,624.2,22.809788,SDSSJ084511.00+530104.9
VFID1187,139.41634,52.992886,2273.6,57.295597,UGC04906
VFID1188,167.74997,52.98833,823.5,15.31515,PGC2428941
VFID1189,153.2769,52.946003,1486.4,8.319961,PGC2427800
VFID1190,170.98158,52.920982,1207.3,29.588385,NGC3657
VFID1191,107.0199,52.9031,3116,38.647488,UGC03680
VFID1192,191.24696,52.86763,2685.7,13.329256,SDSSJ124459.26+525203.5
VFID1193,159.15115,52.850243,982.6,12.797385,PGC2425292
VFID1194,139.0072,52.840576,600.41626,122.5146,
VFID1195,221.86038,52.832634,721.3,28.848368,UGC09630
VFID1196,182.75284,52.832497,908.4,9.775101,PGC2815998
VFID1197,139.49683,52.74249,2353.2,33.35195,PGC026260
VFID1198,170.25049,52.725037,2894.2,16.524231,SDSSJ112100.11+524330.1
VFID1199,181.59814,52.71097,846.1,89.14998,NGC4102
VFID1200,205.71606,52.708466,1780.4,11.327166,PGC048578
VFID1201,179.78891,52.70768,1081,57.163822,UGC06983
VFID1202,205.74753,52.688374,1796.3,11.752256,PGC048589
VFID1203,122.55558,52.619038,1086.2,100,SDSSJ081013.33+523708.5
VFID1204,225.30685,52.596176,2420.9,41.22126,UGC09663
VFID1205,216.38469,52.588158,749.1,60.173836,WHIJ1425+52
VFID1206,140.23296,52.568665,2315.1,13.555678,PGC026449
VFID1207,153.91913,52.53398,1149,11.591009,SDSSJ101540.57+523202.4
VFID1208,214.50877,52.518116,2997.9,7.130521,CFRS14.0573
VFID1209,179.0155,52.438473,874.7,11.511217,SDSSJ115603.71+522618.4
VFID1210,223.67897,52.429165,3270.2,13.125663,PGC2414734
VFID1211,222.51155,52.40626,716.2,16.987179,PGC052966
VFID1212,172.47646,52.404316,574.9,23.995028,PGC035433
VFID1213,209.79851,52.361546,1981.3,24.441128,UGC08914
VFID1214,162.27104,52.3355,2365.1,18.286106,PGC032356
VFID1215,178.45422,52.326687,1051,183.70512,NGC3953
VFID1216,227.1396,52.29616,2481.3,31.777613,UGC09741
VFID1217,219.70961,52.2726,2163.1,25.1838,PGC052341
VFID1218,183.23605,52.263866,757.1,34.76332,UGC07218
VFID1219,139.73384,52.227646,2291.6,8.056033,PGC2409762
VFID1220,248.83766,52.214462,2694.1,6.8410263,PGC058552
VFID1221,172.15324,52.180386,2892.9,15.780518,PGC2408657
VFID1222,221.34103,52.174854,2135.9,10.47421,SDSSJ144521.84+521029.2
VFID1223,165.70125,52.115314,949,25.010435,UGC06113
VFID1224,178.0295,52.107933,1032,50.132717,UGC06840
VFID1225,127.41145,52.07638,1752.5,16.185318,PGC023834
VFID1226,223.36783,52.076195,2364.2,73.4719,NGC5783
VFID1227,238.35489,52.07121,3118.2,14.5922165,PGC2406095
VFID1228,154.92656,52.065464,669.3,30.982841,UGC05571
VFID1229,169.24675,52.03771,2262.5,16.000048,SDSSJ111659.21+520215.4
VFID1230,128.5168,52.00209,2918.1,30.840488,PGC024031
VFID1231,177.80602,52.000866,901.7,33.97201,NGC3931
VFID1232,209.40771,51.974174,618.8,18.286106,PGC049674
VFID1233,212.39272,51.946117,1956.7,9.443245,PGC2403268
VFID1234,143.43877,51.919468,603,17.828764,PGC027164
VFID1235,210.31683,51.87302,2247.6,13.400508,PGC049916
VFID1236,143.14949,51.87253,572.6,31.558857,UGC05076
VFID1237,177.52757,51.85529,1251.6,22.757328,UGC06802
VFID1238,152.0383,51.844517,1093.8,20.28249,UGC05460
VFID1239,177.68945,51.82446,965.1,139.03407,NGC3917
VFID1240,177.47691,51.736412,939,8.243683,PGC2399182
VFID1241,141.07072,51.658657,658.9,29.520332,SDSSJ092416.97+513931.0
VFID1242,129.42287,51.652397,687.4,56.63974,UGC04499
VFID1243,172.5979,51.651836,1552.8,9.596685,PGC2397675
VFID1244,129.4312,51.64175,735.38306,87.9467,
VFID1245,168.11217,51.636776,2832.3,10.595495,PGC034094
VFID1246,175.60954,51.597996,977.4,36.908062,UGC06667
VFID1247,211.83755,51.59276,1737.6,15.001036,SDSSJ140721.01+513533.7
VFID1248,216.6469,51.58529,1922.4,30.557741,NGC5624
VFID1249,219.37827,51.56188,2187.5,71.30521,NGC5707
VFID1250,142.2067,51.5605,503.5,42.473812,UGC05047
VFID1251,216.35394,51.554077,1998.4,11.806502,PGC099823
VFID1252,209.0818,51.537422,1942.8,13.618249,PGC2395690
VFID1253,169.89314,51.50337,1336.5,9.143685,PGC034658
VFID1254,169.44365,51.47661,2854.4,39.185127,UGC06309
VFID1255,219.1907,51.459866,2351.8,20.51735,PGC052226
VFID1256,219.42224,51.457394,2068.9,16.33508,SDSSJ143741.32+512726.4
VFID1257,219.96902,51.434563,2199.3,19.236288,PGC2394027
VFID1258,204.7499,51.434135,1696.2,41.22126,UGC08639
VFID1259,169.38486,51.431576,2810.2,12.506082,PGC034483
VFID1260,133.22285,51.39656,607.3,31.777613,PGC024936
VFID1261,179.50894,51.349285,544.3,17.223494,PGC2392619
VFID1262,162.7826,51.336994,807.5,7.854549,SDSSJ105107.83+512013.3
VFID1263,219.69035,51.317905,2147,40.937492,PGC052336
VFID1264,133.38634,51.313766,677,119.15746,NGC2681
VFID1265,116.73698,51.29531,1211.039,38.06974,
VFID1266,137.89044,51.25441,2181.8,69.682106,UGC04824
VFID1267,211.13365,51.234753,1769.5,19.684359,SDSSJ140432.07+511405.0
VFID1268,212.12524,51.21967,1998.8,28.321827,UGC09050
VFID1269,166.728,51.203297,2209.1,59.995857,UGC06162
VFID1270,182.19913,51.196365,609.9,15.070277,PGC2390043
VFID1271,166.71231,51.196064,2160.4805,69.95856,
VFID1272,163.7841,51.188667,1368,8.435702,PGC2389897
VFID1273,219.74655,51.12068,2196.9,48.208237,UGC09448
VFID1274,132.91899,51.118694,772,38.11722,UGC04628
VFID1275,139.89351,51.108547,547.7,29.931002,UGC04932
VFID1276,176.11197,51.058647,1284.7,7.381103,PGC2387625
VFID1277,213.24077,51.026756,2835,4.6637907,SDSSJ141257.78+510136.3
VFID1278,140.51106,50.976616,635.4,207.07195,NGC2841
VFID1279,179.85458,50.961685,970.2,131.5592,NGC4026
VFID1280,167.4007,50.9264,894.1,29.588385,UGC06202
VFID1281,179.60664,50.91703,916.2,22.290575,UGC06956
VFID1282,121.95224,50.91304,2418.5,9.292258,SDSSJ080748.53+505446.6
VFID1283,164.99239,50.902954,2893.6,17.828764,UGC06074
VFID1284,211.96452,50.902267,2136.9,64.451324,SDSSJ140751.55+505407.8
VFID1285,170.84674,50.892708,793.4,66.85306,UGC06399
VFID1286,212.08586,50.877914,2395.4,13.338938,PGC2384052
VFID1287,211.99313,50.86352,1759.3,2.51838,SDSSJ140758.48+505148.8
VFID1288,210.04156,50.861607,2287.1,55.54089,SDSSJ140009.99+505140.9
VFID1289,165.02692,50.84886,2841.1,28.981525,PGC033130
VFID1290,179.21725,50.817017,886,35.573063,UGC06922
VFID1291,181.4564,50.79148,826.6,14.358903,SDSSJ120549.54+504729.0
VFID1292,157.7869,50.78579,934.4,25.12588,PGC2381991
VFID1293,158.69131,50.768253,649.2,37.854828,UGC05740
VFID1294,120.47157,50.737164,500.5,73.98118,NGC2500
VFID1295,211.58992,50.725105,1906.5,50.248287,NGC5480
VFID1296,211.67183,50.723293,1898,52.85928,NGC5481
VFID1297,211.76242,50.720776,2166.4,6.8410263,PGC2380535
VFID1298,200.07744,50.720406,2486.4,34.76332,UGC08386
VFID1299,219.69734,50.717014,2203.5,13.155921,PGC084252
VFID1300,179.81493,50.708134,963,100,PGC139732
VFID1301,211.4077,50.70652,1889.6,8.93555,PGC2380196
VFID1302,180.07878,50.652798,743.4,40.749405,UGC06992
VFID1303,135.38345,50.61559,712,38.38144,PGC025347
VFID1304,169.25127,50.58478,844,22.757328,PGC034439
VFID1305,123.61242,50.576805,2348.2,15.889903,PGC2376829
VFID1306,181.43166,50.555256,607.3957,75.83913,
VFID1307,211.89792,50.545017,2037,16.87024,PGC2376061
VFID1308,181.39131,50.538837,749.4,164.4831,NGC4088
VFID1309,215.57849,50.50137,2221,39.185127,NGC5602
VFID1310,179.9603,50.498913,906,37.501553,PGC2832102
VFID1311,254.65717,50.490665,3058,10.933876,PGC059360
VFID1312,182.76802,50.484962,777.6,197.29735,NGC4157
VFID1313,253.58131,50.475548,2895,15.512557,PGC059232
VFID1314,173.4272,50.44956,3000.2,19.01609,SDSSJ113342.53+502658.3
VFID1315,214.80315,50.440735,2234.1,13.524501,SDSSJ141912.72+502626.5
VFID1316,209.29782,50.435764,1866.1,27.868992,UGC08880
VFID1317,179.11987,50.42839,912.1,74.837845,UGC06917
VFID1318,129.04903,50.419086,3244.5,34.6036,UGC04505
VFID1319,215.40479,50.390347,2309.3,34.6036,PGC051309
VFID1320,215.45917,50.38836,2375.4,10.118619,PGC2371585
VFID1321,150.10634,50.379227,538.8,18.540491,SDSSJ100025.50+502245.1
VFID1322,181.3446,50.352917,783.7,66.699295,NGC4085
VFID1323,213.09506,50.348446,1877,48.208237,NGC5520
VFID1324,186.40158,50.33697,2475.5,17.183882,PGC040525
VFID1325,186.36827,50.328865,2505.1,11.644511,PGC2369792
VFID1326,142.15588,50.3255,1509.4,13.712646,PGC2369692
VFID1327,173.30566,50.302334,3138.3,40.097866,UGC06535
VFID1328,176.27611,50.300735,1671.7,7.854549,PGC2368928
VFID1329,182.73271,50.28837,888,40.468887,UGC07176
VFID1330,218.8392,50.2865,2054.9,19.820803,PGC2368508
VFID1331,163.28519,50.28471,1387.7,24.272877,UGC05998
VFID1332,171.838,50.2759,1665.3,24.724144,SDSSJ112721.12+501633.3
VFID1333,158.99919,50.275394,848.8,9.775101,PGC2368186
VFID1334,130.65846,50.275345,3142.7,12.975415,SDSSJ084238.03+501631.1
VFID1335,140.48856,50.27026,756.1,100,PGC2807130
VFID1336,182.84491,50.269665,780.7,17.503353,PGC038825
VFID1337,173.23474,50.241894,2932,23.180418,IC0705
VFID1338,213.13138,50.240467,1811.9,14.351415,PGC2816084
VFID1339,210.31125,50.223103,1766.5,10.402105,PGC2366568
VFID1340,131.30348,50.220257,3214.9,10.354312,PGC2366508
VFID1341,212.86206,50.20904,1893.1,22.496826,UGC09083
VFID1342,130.90858,50.205532,3225,48.31937,NGC2639
VFID1343,218.40868,50.20078,2140.9,9.640982,PGC2365887
VFID1344,176.48586,50.199802,745.4,31.269524,NGC3870
VFID1345,139.71756,50.187878,629.9,20.235842,PGC026326
VFID1346,178.49077,50.180103,861.7,22.393463,UGC06874
VFID1347,172.56306,50.178463,3186.1,11.405682,PGC2365249
VFID1348,173.22229,50.159172,3092.7,7.0488987,PGC2364635
VFID1349,177.80597,50.1569,932,57.163822,NGC3922
VFID1350,164.24452,50.14061,1377.3,14.358903,PGC032915
VFID1351,160.71622,50.105164,1622.9,11.591009,PGC2362930
VFID1352,178.1632,50.037792,1005.4,39.91363,UGC06849
VFID1353,210.66444,50.031628,2060.6,38.507965,SDSSJ140239.47+500153.8
VFID1354,210.75337,50.012157,1915,14.064667,PGC2816074
VFID1355,124.83557,50.009617,506,89.56148,NGC2552
VFID1356,204.00504,49.96079,1615.9,65.33129,IC0902
VFID1357,217.87885,49.958843,2083.4,70.00374,NGC5673
VFID1358,254.86063,49.92197,1093,33.198715,NGC6283
VFID1359,180.25493,49.913013,911.8,28.452555,UGC06999
VFID1360,143.64513,49.90681,1995.1,28.452555,SDSSJ093434.80+495424.3
VFID1361,218.11357,49.90478,2380.6,83.391396,IC1029
VFID1362,222.17642,49.88701,3103.2,19.01609,PGC084298
VFID1363,259.71417,49.884224,927.8,62.968197,UGC10806
VFID1364,259.78217,49.85601,1019.1,8.976794,PGC167108
VFID1365,215.9965,49.83644,2178.5,15.963248,SDSSJ142359.17+495011.2
VFID1366,168.51277,49.81904,2352,8.111876,PGC2354409
VFID1367,220.6259,49.815105,2960,26.984928,PGC166187
VFID1368,177.00238,49.808323,924.4,46.57161,UGC06773
VFID1369,131.02458,49.793903,1721.1,51.30046,UGC04551
VFID1370,177.8621,49.792824,1195.9,23.67533,PGC2832085
VFID1371,173.51025,49.737267,2890,11.752256,SDSSJ113402.44+494413.8
VFID1372,163.75967,49.726173,1370.6,26.18914,UGC06029
VFID1373,164.70667,49.71609,832.1,12.221408,PGC2351264
VFID1374,221.23247,49.714012,2936.9,14.89777,PGC052664
VFID1375,132.47916,49.670464,3078.8,15.528205,PGC3131999
VFID1376,217.45755,49.622616,2323.6,79.08994,NGC5660
VFID1377,228.88374,49.620518,2523,21.238373,PGC091426
VFID1378,218.38936,49.620094,2416.3,11.9983425,SDSSJ143333.47+493712.1
VFID1379,173.4234,49.59928,3056.7,15.59988,SDSSJ113341.60+493557.2
VFID1380,181.53564,49.58277,1115,136.81108,NGC4100
VFID1381,179.99055,49.564228,1125.1,21.783178,PGC037814
VFID1382,217.09038,49.56145,670,20.51735,PGC051694
VFID1383,131.8447,49.5587,3042.7,48.430756,UGC04587
VFID1384,197.79251,49.525238,2501.8,9.640982,PGC2345555
VFID1385,112.57579,49.51978,3061.1,18.370512,UGC03881
VFID1386,210.20808,49.51654,1851,78.74428,SDSSJ140049.96+493059.8
VFID1387,133.24342,49.46039,2879.4,20.1893,PGC139147
VFID1388,218.19519,49.457863,2104.4,107.67658,NGC5676
VFID1389,218.4997,49.451004,2137.4,13.6811075,PGC052050
VFID1390,210.10016,49.444305,1992.8,15.744224,PGC2343136
VFID1391,225.76244,49.432888,3172.2,9.292258,PGC2342822
VFID1392,130.2609,49.425217,3044.5,18.669008,PGC024404
VFID1393,219.14786,49.41773,2270.8,20.235842,PGC091372
VFID1394,169.69461,49.405407,2632.9,13.744257,PGC2342015
VFID1395,224.08156,49.399086,2348.5,23.287413,NGC5795
VFID1396,210.22035,49.37541,1907.5,35.73726,UGC08936
VFID1397,217.95139,49.373383,2254.1,25.770405,SDSSJ143148.23+492225.1
VFID1398,278.50278,49.3725,2055,27.613487,PGC062055
VFID1399,177.18814,49.35826,798.1,9.228291,PGC2340722
VFID1400,173.33257,49.34327,3111.8,10.283033,PGC2340342
VFID1401,173.32031,49.284874,3086.9,27.360325,UGC06538
VFID1402,179.3224,49.283283,784.1,42.376125,UGC06930
VFID1403,221.51903,49.28067,2240.4,15.070277,SDSSJ144604.57+491650.3
VFID1404,278.46906,49.278557,1963.9,40.005642,IC1291
VFID1405,141.06667,49.24915,2692.1,36.738487,NGC2856
VFID1406,142.23071,49.238503,2729.4,44.783833,UGC05049
VFID1407,160.17656,49.206593,1502.3,13.87143,PGC2336386
VFID1408,141.01277,49.204338,2781.9,38.293163,NGC2854
VFID1409,115.63493,49.19128,2973.5,27.297398,PGC021619
VFID1410,203.92503,49.176464,633.4,23.394903,SDSSJ133542.01+491035.0
VFID1411,210.70847,49.172653,2013.5,113.01114,NGC5448
VFID1412,133.72522,49.1604,2882,33.04618,NGC2684
VFID1413,204.47571,49.120678,644.6,12.709289,PGC166171
VFID1414,196.21077,49.11937,1988.2,2.1238375,SDSSJ130450.58+490709.8
VFID1415,169.19182,49.117466,2234.6,14.727237,PGC2333993
VFID1416,203.34537,49.102833,590.6,20.898796,PGC047735
VFID1417,221.283,49.0989,3030,27.486614,UGC09508
VFID1418,123.66717,49.061623,546.9,90.59855,NGC2541
VFID1419,212.39436,49.044254,1992.4,9.707809,PGC2332009
VFID1420,212.34013,49.037926,2039.8,34.12882,UGC09056
VFID1421,179.18456,49.02169,984.4,15.949088,SDSSJ115644.29+490118.2
VFID1422,223.1348,49.01715,2368.5,26.068813,PGC053115
