t1_vfid,t1_ra,t1_dec,t1_vr,t1_radius,t1_objname,flux_g,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,dist_arcsec
VFID5587,185.95213,7.1866574,1414.3,49.104496,IC3259,0,0,0,0,0,0,0,0.647035078675566
VFID5587,185.95213,7.1866574,1414.3,49.104496,IC3259,6297.62,11568,0.016976,0.003593,1.1e-05,0,17582.1,0.754997542752298
VFID5588,198.1387,7.1842847,903.3,25.12588,UGC08285,1386.78,2101.65,0.193678,0.042267,0.000138,4e-06,2744.57,0.893544824980379
VFID5589,186.0577,7.1751,1503.3,15.635841,PGC040338,285.562,522.67,0.176844,0.037768,0.000108,3e-06,755.452,0.397795435710034
VFID5591,185.56146,7.167098,755.3,12.59277,PGC040059,0,0,0,0,0,0,0,0.213993466520737
VFID5591,185.56146,7.167098,755.3,12.59277,PGC040059,592.127,1107.39,0.415503,0.083501,0.000193,5e-06,1663.63,0.272477113052828
VFID5592,188.6646,7.160157,594.1,41.794704,IC3521,3614.84,6634.2,0.097933,0.020346,5.4e-05,2e-06,10201.4,0.407062354137831
VFID5592,188.6646,7.160157,594.1,41.794704,IC3521,0,0,0,0,0,0,0,0.185248105625311
VFID5593,217.70287,7.1571946,1363.6,11.018469,SDSSJ143048.66+070925.9,179.959,233.905,0.258819,0.055438,0.000215,5e-06,279.253,0.529301637289228
VFID5594,185.55159,7.144304,1043.2,57.95905,NGC4309,5070.26,10527.9,0.084333,0.017444,5.3e-05,2e-06,18529.1,0.0557643324397527
VFID5596,187.4779,7.1382,723.7,13.308259,PGC041243,127.994,223.529,0.312673,0.064207,0.000202,4e-06,309.456,0.0548788614548841
VFID5597,146.67667,7.135278,1886,14.228088,AGC198456,38.0258,49.424,0.754389,0.166784,0.000346,6e-06,59.0896,0.454550636044344
VFID5598,151.51958,7.135278,2487,100,AGC208434,26.8883,35.5591,1.17706,0.241683,0.000402,7e-06,46.4988,0.415166083934378
VFID5599,165.64053,7.135245,3230,6.8095946,PGC1314627,64.2307,82.2684,1.768,0.356912,0.000521,8e-06,91.5609,0.164397266405768
VFID5600,147.02466,7.128644,526.1,16.87024,PGC1314481,304.217,415.838,0.340735,0.078128,0.000209,5e-06,492.746,0.334021899052883
VFID5600,147.02466,7.128644,526.1,16.87024,PGC1314481,302.522,412.835,0.339678,0.077804,0.000204,5e-06,488.828,0.302976799752733
VFID5600,147.02466,7.128644,526.1,16.87024,PGC1314481,382.33,518.848,0.234229,0.053864,0.000145,4e-06,611.977,0.116158762445697
VFID5601,184.57487,7.1280317,2693.4,9.486833,PGC1314461,212.652,309.951,1.48319,0.267116,0.000547,9e-06,383.964,0.429129413500396
VFID5601,184.57487,7.1280317,2693.4,9.486833,PGC1314461,212.669,309.997,1.48314,0.267113,0.000548,9e-06,384.028,0.430099315905689
VFID5602,184.9139,7.1197,2605.7,15.615922,EVCC0352,43.6263,78.2709,1.00313,0.196022,0.000415,8e-06,108.769,0.0433007834952812
VFID5603,185.63051,7.118924,907.2,14.693364,PGC040094,323.245,593.32,0.383511,0.080509,0.000188,5e-06,867.068,0.0652348739135721
VFID5604,186.1088,7.1135,2907.6,6.2247405,PGC040371,50.5759,90.0368,0.638556,0.130082,0.000315,7e-06,124.19,0.124242826166964
VFID5605,185.97292,7.10716,913.3,50.248287,NGC4341,3920.63,7354.07,0.189412,0.037764,0.0001,3e-06,11558.7,0.493598634595108
VFID5606,187.40807,7.106555,798.7,17.026339,PGC041191,307.226,583.858,0.283601,0.058442,0.000201,4e-06,873.88,0.32233208858141
VFID5607,153.20488,7.1037908,1544.9,25.711136,UGC05504,412.159,614.972,0.261382,0.053098,0.000131,3e-06,800.698,0.0967726092612909
VFID5608,186.12323,7.093917,1654.1478,1.7757171,,5.30354,9.0389,2.70911,0.488183,0.00086,1.1e-05,13.2586,0.0836370475280281
VFID5609,240.54842,7.0860734,2653.5,38.825874,PGC056772,0,0,0,0,0,0,0,0.0896843461161782
VFID5609,240.54842,7.0860734,2653.5,38.825874,PGC056772,1717.75,3703.39,0.637568,0.132115,0.00023,5e-06,6602.36,0.0883355789930047
VFID5610,185.26523,7.077688,2368.6,21.04366,PGC039889,476.94,955.061,0.412244,0.079881,0.000187,4e-06,1547.54,0.271370535410207
VFID5610,185.26523,7.077688,2368.6,21.04366,PGC039889,0,0,0,0,0,0,0,0.147707560954254
VFID5611,185.83318,7.0681124,1139.2,13.308259,PGC040210,132.803,233.513,0.197154,0.040199,0.000112,3e-06,329.949,0.201732012146059
VFID5612,185.82504,7.06796,1140.0026,6.1341453,,42.538,116.53,1.93368,0.353094,0.000637,1e-05,235.675,0.0739549830961552
VFID5614,185.21313,7.059169,2306.7,14.29293,PGC039863,191.236,357.779,0.611566,0.121304,0.000273,6e-06,524.676,0.164884628974394
VFID5615,185.91252,7.05395,751,37.594234,NGC4342,5302.62,11126,0.848509,0.166013,0.000352,7e-06,20118.1,0.17383115775423
VFID5615,185.91252,7.05395,751,37.594234,NGC4342,3412.86,7613.82,0.641328,0.11643,0.000216,4e-06,12369.9,0.167667959785696
VFID5617,184.1465,7.0416,2306.2,7.7467804,PGC039333,115.513,201.704,0.435306,0.084864,0.000183,4e-06,278.239,0.634885270837833
VFID5618,186.02306,7.0413256,1235.4,36.317944,IC3267,0,0,0,0,0,0,0,0.300650537360484
VFID5618,186.02306,7.0413256,1235.4,36.317944,IC3267,2860.99,5049.48,0.087004,0.018085,6.2e-05,2e-06,7569.85,0.162538932261475
VFID5620,183.26279,7.0389366,2175.6,43.363194,NGC4180,8595.2,18570.1,0.153307,0.028672,6.6e-05,2e-06,35375.6,0.306602821631572
VFID5621,137.58383,7.037966,1353.9,127.38587,NGC2775,57245.3,121632,0.037691,0.007777,2e-05,1e-06,220552,0.380341777886305
VFID5623,153.49542,7.0239935,1219.6,37.421505,UGC05522,0,0,0,0,0,0,0,0.14476817886618
VFID5623,153.49542,7.0239935,1219.6,37.421505,UGC05522,2228.15,3443.52,0.139025,0.02941,0.000103,3e-06,4603.56,0.360487932372556
VFID5624,146.91103,7.0180116,3023.1,11.197505,PGC1312117,148.615,203.017,1.23202,0.27036,0.000459,7e-06,242.203,0.34437938889719
VFID5625,127.84012,6.9999766,1862.4,15.070277,PGC023907,452.044,650.067,0.282303,0.06153,9e-05,3e-06,807.549,0.49009588443378
VFID5626,183.09448,6.979507,2077.2,8.111876,PGC038899,85.341,120.964,0.601655,0.115145,0.000287,6e-06,144.709,0.503821317321614
VFID5628,187.44717,6.965291,967.5,6.6699295,PGC041223,134.345,236.921,0.546348,0.109478,0.000239,4e-06,327.918,0.256451541882763
VFID5629,185.91127,6.9540753,997.4,57.692753,NGC4343,7952.01,18352.3,0.170802,0.035082,8.1e-05,3e-06,36704.1,0.384222040165621
VFID5631,187.11345,6.9459715,878.5,9.5306225,PGC041016,107.802,146.942,0.669091,0.136306,0.000315,6e-06,170.861,0.359797425935947
VFID5632,185.58134,6.9279146,1062.6,19.236288,IC3218,0,0,0,0,0,0,0,0.0936633970302567
VFID5632,185.58134,6.9279146,1062.6,19.236288,IC3218,626.788,1203.87,0.387517,0.080542,0.000203,5e-06,1889.87,0.117947561300009
VFID5634,162.28154,6.917337,719.2,26.008856,UGC05923,2370.57,4025.46,0.208117,0.044363,9.4e-05,2e-06,5942.15,0.218625082667464
VFID5636,167.86772,6.907515,1602.7,27.047134,UGC06233,1984.03,3509.47,0.35243,0.077421,0.000153,3e-06,5244.57,0.478391623727891
VFID5637,184.412,6.9006543,2412.6726,32.327076,,1.14458,2.6252,2.45097,0.425275,0.000642,9e-06,5.60465,0.357099542322513
VFID5638,236.54048,6.898449,1406.8,24.050343,UGC10023,0,0,0,0,0,0,0,0.183237854750206
VFID5639,186.2843,6.8906,1439.6,9.5306225,PGC040468,61.8109,112.331,0.575374,0.116342,0.000245,7e-06,161.706,0.320318836866437
VFID5641,218.33981,6.877689,2157,47.110886,UGC09364,1370.79,2102.11,0.188247,0.041419,0.000202,6e-06,2889.01,0.769885156337374
VFID5642,240.69963,6.875233,1451.1,7.7111874,SDSSJ160247.91+065230.6,72.8728,109.922,0.607052,0.12481,0.00023,5e-06,138.193,0.266361772422414
VFID5642,240.69963,6.875233,1451.1,7.7111874,SDSSJ160247.91+065230.6,72.8755,109.926,0.607048,0.12481,0.00023,5e-06,138.197,0.266378366669662
VFID5643,198.75172,6.8710384,3084.1384,12.7781925,,47.3746,92.1201,1.21677,0.250681,0.000769,1.4e-05,147.973,0.182671886412182
VFID5643,198.75172,6.8710384,3084.1384,12.7781925,,47.4071,92.1874,1.21265,0.249693,0.000759,1.3e-05,148.09,0.182492960117623
VFID5644,146.42534,6.869885,3112.6,8.130575,SDSSJ094542.06+065211.6,55.4849,76.8702,1.61976,0.338303,0.00056,9e-06,90.4757,0.254718528183854
VFID5646,190.04338,6.8467755,1004.8,19.01609,PGC042422,348.14,446.167,0.225051,0.046021,0.000119,3e-06,524.952,0.226774759112633
VFID5647,183.16974,6.841092,2198.2,9.574614,SDSSJ121240.72+065027.7,103.639,154.954,1.18455,0.215948,0.00045,8e-06,195.531,0.27809527831485
VFID5648,214.46124,6.8397217,1248.2,30.383263,AGC243881,4.1628,4.21483,2.28562,0.420875,0.001357,2e-05,4.9682,0.660949286810861
VFID5649,240.4515,6.838459,1755.2,17.263199,SDSSJ160148.36+065018.4,91.925,137.91,0.585105,0.127156,0.000258,6e-06,181.933,0.313048470613562
VFID5650,188.70618,6.836284,711.4,17.302994,PGC041874,108.983,196.151,0.520309,0.106476,0.000269,6e-06,281.651,0.174341608105284
VFID5653,239.80663,6.7875366,2464.3,21.683094,SDSSJ155913.58+064715.2,142.959,218.635,0.610413,0.128737,0.000246,6e-06,289.295,0.269709089698545
VFID5654,185.52693,6.7824993,2491.6,13.431399,PGC040037,162.296,293.97,0.548277,0.111486,0.000235,5e-06,414.594,0.443420489247934
VFID5654,185.52693,6.7824993,2491.6,13.431399,PGC040037,166.683,301.957,0.534028,0.108805,0.000234,6e-06,426.451,0.448020878947451
VFID5655,224.65771,6.77515,1675.7,15.963248,PGC053512,523.117,754.517,0.792414,0.165547,0.000673,1.4e-05,966.78,0.452012167571069
VFID5656,187.36989,6.7715216,529.4,24.384916,IC3414,0,0,0,0,0,0,0,0.793278518487382
VFID5657,183.59792,6.7642236,2037.2,24.49747,PGC1307035,364.916,640.773,0.458643,0.088099,0.000221,5e-06,939.505,0.847885624651167
VFID5658,186.20651,6.759564,1058.9,22.967897,PGC040428,1019.88,1921.86,0.188254,0.03746,0.000126,4e-06,2933.97,0.0810118442536797
VFID5658,186.20651,6.759564,1058.9,22.967897,PGC040428,0,0,0,0,0,0,0,0.0614695650138479
VFID5659,178.98895,6.749534,2496.7,93.99857,NGC3976,10471.3,10471.3,0.004725,0.001039,3e-06,0,10471.3,0.00364683172399583
VFID5660,247.69292,6.7491674,2132.2,7.5639215,AGC268225,19.7189,29.7191,1.05914,0.225691,0.000404,7e-06,40.2358,0.600785943998865
VFID5661,224.53664,6.746588,1665.6,11.431974,SDSSJ145808.78+064447.4,201.548,265.327,0.163733,0.034196,0.00015,4e-06,304.982,0.34028579463562
VFID5662,119.77495,6.73459,2589.2,10.354312,PGC1306467,111.215,166.972,0.696585,0.146199,0.000229,4e-06,221.658,0.34249293918651
VFID5662,119.77495,6.73459,2589.2,10.354312,PGC1306467,0,0,0,0,0,0,0,0.509360751861069
VFID5663,190.07368,6.7319055,932.8,13.005326,PGC042436,0,0,0,0,0,0,0,0.648022190228246
VFID5663,190.07368,6.7319055,932.8,13.005326,PGC042436,108.422,176.431,0.530058,0.101726,0.000265,6e-06,242.599,0.168735627887442
VFID5664,185.2035,6.723555,2226.9,17.952349,PGC039861,303.345,540.784,0.19694,0.04056,0.000106,3e-06,768.025,0.197506444877723
VFID5665,183.5091,6.723185,2432.8,33.89388,PGC039052,933.039,1750.96,0.411486,0.076634,0.000205,5e-06,2775.81,0.400337978833827
VFID5667,178.70558,6.7095485,1368.9,9.486833,SDSSJ115449.32+064234.5,49.5057,74.1541,1.08029,0.227054,0.000427,7e-06,84.4219,0.757541638022669
VFID5668,184.66101,6.708293,2001.5,28.518145,PGC039556,642.762,1006.34,0.379967,0.073212,0.000196,5e-06,1383.53,0.36118857517686
VFID5668,184.66101,6.708293,2001.5,28.518145,PGC039556,0,0,0,0,0,0,0,0.386223562265195
VFID5669,184.83612,6.7051053,2220.1,6.6699295,PGC039653,95.9371,177.327,0.672331,0.132695,0.000314,7e-06,258.568,0.046098746107417
VFID5670,184.3779,6.6975,2292.9,8.019019,PGC039424,6.8259,11.3709,1.98452,0.364682,0.000718,1e-05,14.7817,0.58744892838146
VFID5671,184.35754,6.690043,2226.9,60.690575,IC3102,9253.28,19119.2,0.108511,0.021545,6.7e-05,2e-06,33159.5,0.150363431554801
VFID5671,184.35754,6.690043,2226.9,60.690575,IC3102,0,0,0,0,0,0,0,0.244261715136874
VFID5672,185.71997,6.679958,1543,36.993145,IC3229,1067.8,1698.78,0.272901,0.057876,0.000141,4e-06,2307.45,0.735801182351468
VFID5673,179.01025,6.677938,2503.8,21.287333,PGC037490,559.684,930.995,0.428377,0.09002,0.000214,5e-06,1297.19,0.206812929304199
VFID5674,185.66258,6.6773224,2373.3,27.360325,IC3225,2202.66,3725.27,0.110208,0.023205,6.4e-05,2e-06,5463.71,0.244412982846244
VFID5675,179.28012,6.6754313,2507,22.714529,AGC215716,122.451,179.542,0.418519,0.090958,0.00021,5e-06,222.876,0.0163081508761965
VFID5676,186.58981,6.669636,1499.2,12.856456,PGC040674,355.279,512.585,0.420118,0.081932,0.00021,5e-06,597.085,0.489491870934281
VFID5676,186.58981,6.669636,1499.2,12.856456,PGC040674,0,0,0,0,0,0,0,0.526929090743524
VFID5677,170.34763,6.66709,2666.7,8.111876,PGC1305231,16.8014,16.4127,2.58013,0.452418,0.000821,1.1e-05,13.6421,0.334645646415289
VFID5678,206.67085,6.6542554,1311,16.185318,PGC1304980,286.756,416.868,0.546348,0.115957,0.000467,1e-05,520.281,0.271620933523472
VFID5679,184.49982,6.6540947,733.7,43.865314,IC3115,0,0,0,0,0,0,0,0.851706205878965
VFID5679,184.49982,6.6540947,733.7,43.865314,IC3115,4374.73,6748.44,0.034564,0.007233,2.6e-05,1e-06,8973.26,0.745464951061938
VFID5680,185.12881,6.639939,1856.8,9.335149,SDSSJ122030.92+063823.7,51.8431,77.6722,1.80591,0.342594,0.000623,9e-06,97.846,0.242106116641832
VFID5681,185.0508,6.623194,2441.5,23.341097,PGC039772,942.114,1759.16,0.298127,0.06085,0.000161,4e-06,2699.22,0.11696483051776
VFID5681,185.0508,6.623194,2441.5,23.341097,PGC039772,929.275,1734.64,0.303981,0.062035,0.000163,4e-06,2661.53,0.114946559278458
VFID5681,185.0508,6.623194,2441.5,23.341097,PGC039772,0,0,0,0,0,0,0,0.0903181020740114
VFID5681,185.0508,6.623194,2441.5,23.341097,PGC039772,0,0,0,0,0,0,0,0.0903181020740114
VFID5683,188.36044,6.6165943,1748.6,19.236288,PGC041712,743.457,1411.12,0.160314,0.034376,7.8e-05,3e-06,2221.97,0.156339516205389
VFID5685,184.56009,6.603732,2564.9,18.160227,PGC039509,927.568,1764.31,0.324085,0.064649,0.000195,5e-06,2783.95,0.22767065314494
VFID5685,184.56009,6.603732,2564.9,18.160227,PGC039509,0,0,0,0,0,0,0,0.294490762157839
VFID5686,130.60759,6.594033,2260.3,8.513757,PGC1303757,139.752,183.816,1.34226,0.274869,0.000568,1e-05,213.491,0.486116759308735
VFID5687,241.67082,6.5809712,1750,23.665804,PGC057169,875.259,1225.55,0.773579,0.161811,0.000344,7e-06,1529.32,0.428210562334957
VFID5689,218.92084,6.551667,2504,14.628866,AGC243914,97.2884,139.399,0.660309,0.134988,0.000503,1.1e-05,173.167,0.540405996752136
VFID5692,206.27708,6.5194435,1017,24.259537,AGC238769,53.7223,87.2365,0.24823,0.054381,0.000261,8e-06,121.285,0.526604557104574
VFID5693,151.03638,6.5104866,1254,13.186249,PGC029198,639.321,855.58,1.19374,0.251534,0.000452,8e-06,1026.37,0.165487738463938
VFID5694,189.6525,6.5034,1475.4,15.635841,PGC042257,214.567,380.261,0.190966,0.038949,0.000109,3e-06,537.518,0.180615372710105
VFID5695,183.1506,6.5020504,2044.4,8.019019,PGC038926,8.22033,12.9881,1.00677,0.178884,0.000342,6e-06,20.695,0.497892086488921
VFID5695,183.1506,6.5020504,2044.4,8.019019,PGC038926,136.777,249.039,0.463436,0.086268,0.000205,5e-06,363.305,0.514943528562857
VFID5696,180.76167,6.501345,1314.7,14.458434,PGC3091844,691.426,951.186,0.15013,0.032618,9.1e-05,2e-06,1153.89,0.197322111003647
VFID5697,186.13033,6.487913,655.6,11.120421,SDSSJ122431.27+062916.5,125.553,178.303,0.248554,0.04902,0.000157,4e-06,212.791,0.09099188135343
VFID5698,138.21216,6.4757733,1469.3,12.826886,SDSSJ091250.88+062833.1,105.535,174.214,0.495388,0.091948,0.000209,5e-06,234.577,0.827490164930584
VFID5700,184.89633,6.453023,2922.6,3.8825874,PGC039685,62.0047,98.7462,0.814178,0.157813,0.00034,7e-06,130.322,0.603729699022857
VFID5701,185.48145,6.450949,1266.8,24.050343,UGC07423,1279.53,1976.52,0.045497,0.009483,2.8e-05,1e-06,2574.14,0.281174952965579
VFID5702,184.29465,6.4318123,2084.7,14.458434,PGC039392,483.72,722.784,0.441622,0.082162,0.000208,5e-06,885.718,0.291198931209826
VFID5706,166.80716,6.411803,2559.2,21.238373,PGC033652,427.122,654.571,1.11894,0.234856,0.000485,8e-06,889.515,0.260933830193193
VFID5707,184.83359,6.408926,1968.1,12.975415,SDSSJ121920.09+062432.4,37.4934,65.4684,1.47876,0.271573,0.000589,1e-05,110.686,0.924775635447744
VFID5708,184.6188,6.4057727,2076,15.45686,PGC039533,323.04,611.037,0.608606,0.119635,0.000296,7e-06,927.48,0.123346498760018
VFID5709,183.97716,6.4011426,2069.8,50.596592,NGC4215,9475.46,19147.3,0.329631,0.062874,0.000142,3e-06,32548.4,0.201874100502154
VFID5710,183.82135,6.3932,2114.1,12.534911,SDSSJ121517.12+062335.3,239.651,444.565,0.184819,0.035505,8e-05,2e-06,644.454,0.210131906189414
VFID5711,184.80157,6.381599,2826.5,20.898796,PGC039634,710.857,1183.23,0.441324,0.086377,0.000217,5e-06,1657.43,0.0992998005023665
VFID5711,184.80157,6.381599,2826.5,20.898796,PGC039634,0,0,0,0,0,0,0,0.0797344314407028
VFID5711,184.80157,6.381599,2826.5,20.898796,PGC039634,0,0,0,0,0,0,0,0.0797344314407028
VFID5712,146.37616,6.3768425,3097.3,25.711136,UGC05218,1082.92,1696.64,0.090605,0.021369,4.9e-05,1e-06,2306.99,0.0664703887050109
VFID5712,146.37616,6.3768425,3097.3,25.711136,UGC05218,1048.01,1634.82,0.098497,0.023232,5.4e-05,2e-06,2218,0.0710610855788718
VFID5715,188.87857,6.3339896,1602.7,21.533829,PGC041942,803.139,1221.4,0.249956,0.049356,0.000136,3e-06,1606.61,0.338966153641553
VFID5715,188.87857,6.3339896,1602.7,21.533829,PGC041942,0,0,0,0,0,0,0,0.267106806582529
VFID5716,184.8139,6.307083,2248.6,18.160227,PGC039647,618.076,1147.58,0.470259,0.09225,0.000189,4e-06,1740.34,0.133230238629303
VFID5716,184.8139,6.307083,2248.6,18.160227,PGC039647,0,0,0,0,0,0,0,0.148079603360911
VFID5718,188.6877,6.3009,2037,37.50777,UGC07739,2663.25,3140.95,0.005544,0.001136,4e-06,0,3512.85,0.303553354371016
VFID5719,184.81483,6.293901,661.5,17.624681,PGC039646,614.513,910.852,0.4222,0.085491,0.000206,5e-06,1142,0.462315538999493
VFID5721,198.26814,6.2852254,892,18.07575,AGC238737,3.32606,3.77008,2.15664,0.413962,0.001107,1.7e-05,5.66518,0.646785154052287
VFID5722,184.86877,6.2729654,1549.2,8.396944,PGC039669,78.8747,146.37,1.0205,0.190953,0.000345,6e-06,215.09,0.146365512692339
VFID5723,184.68805,6.263134,2495.7,14.580448,SDSSJ121845.12+061547.3,58.1174,101.965,0.870038,0.170282,0.000337,6e-06,140.175,0.25653012804817
VFID5724,186.85966,6.262971,1447.8,60.690575,NGC4430,11959.5,20967.7,0.026385,0.005414,2.1e-05,1e-06,31146.4,0.673620580603572
VFID5725,144.03575,6.257071,2400.9,10.967844,PGC1297331,323.186,526.788,0.39701,0.088635,0.000161,4e-06,744.855,0.606274758141613
VFID5726,217.98915,6.250448,2354.2,34.28635,NGC5661,5191.99,8759.61,0.049845,0.010702,5.4e-05,2e-06,13429.4,0.428995139807202
VFID5727,184.84918,6.2330523,1870.1,13.586927,PGC039662,207.338,393.794,0.426634,0.086267,0.000195,5e-06,613.795,0.223165945192049
VFID5727,184.84918,6.2330523,1870.1,13.586927,PGC039662,0,0,0,0,0,0,0,0.217311482542062
VFID5728,185.66556,6.2266064,2826.2,25.06809,PGC040114,734.462,1139.94,0.310291,0.063632,0.000145,4e-06,1550.11,0.503987199476808
VFID5729,201.1823,6.20912,830.4,100,LAMOSTJ132443.75+061232.8,45.0391,62.6005,0.759678,0.15438,0.000314,6e-06,61.8242,0.120233052306366
VFID5730,239.15347,6.1940613,1928.3,25.010435,SDSSJ155636.84+061138.6,305.697,455.493,0.179553,0.040432,0.000112,3e-06,601.026,0.0162298709648384
VFID5731,218.0341,6.1897607,2384,15.8168955,PGC051933,586.526,731.956,0.469829,0.102721,0.000441,1e-05,823.089,0.640763347503408
VFID5732,164.03781,6.1728325,1014.6,9.911086,PGC032861,407.087,306.766,2.34291,0.463786,0.000702,8e-06,201.972,0.645995682216166
VFID5733,228.1875,6.1641674,1487,16.41906,AGC258278,80.3626,105.707,0.694369,0.144974,0.000666,1.4e-05,113.541,0.975836091498042
VFID5735,217.93405,6.158151,2302.6,31.997883,UGC09345,717.113,1067.58,0.323361,0.068355,0.000303,8e-06,1396.07,0.999013718113517
VFID5736,183.6869,6.1544757,2069.4,9.228291,SDSSJ121444.86+060916.2,87.9256,163.023,1.37609,0.25451,0.000486,8e-06,241.205,0.0376881255936999
VFID5737,178.2754,6.1539316,2535.3,20.470161,PGC037251,265.649,423.52,0.806871,0.167394,0.00032,6e-06,604.166,0.172062876421113
VFID5738,184.4417,6.1393695,2952.7,12.945572,SDSSJ121746.00+060821.7,104.909,190.918,0.817494,0.160517,0.000318,6e-06,279.566,0.258846050871049
VFID5741,172.1012,6.1178546,1566.6,16.948109,SDSSJ112824.27+060704.2,140.326,180.641,0.402308,0.085787,0.000178,4e-06,208.858,0.953817255238203
VFID5742,188.8343,6.1151166,2374.2,30.628185,NGC4543,2748.37,5535.76,0.489823,0.094601,0.0002,5e-06,9155.52,0.130939278483625
VFID5742,188.8343,6.1151166,2374.2,30.628185,NGC4543,0,0,0,0,0,0,0,0.129303933587028
VFID5743,184.48183,6.112726,2485.7,14.6258545,PGC1294753,224.175,400.68,0.683144,0.133365,0.000291,6e-06,589.357,0.376742571904555
VFID5744,184.84282,6.0988436,1788.7,75.35659,NGC4260,13515.9,28752.2,0.091846,0.018845,5.1e-05,2e-06,52420.6,0.804700790046676
VFID5745,239.0601,6.0981536,1797.8,14.458434,SDSSJ155614.43+060553.4,4.40903,4.72485,3.19332,0.618882,0.001006,1.3e-05,7.63657,0.287542517177743
VFID5747,184.75229,6.0946007,1589.6,27.423397,PGC039606,1677.08,3225.23,0.123669,0.025065,6.2e-05,2e-06,5260,0.190075704898427
VFID5747,184.75229,6.0946007,1589.6,27.423397,PGC039606,0,0,0,0,0,0,0,0.18516710098494
VFID5749,184.4365,6.0826645,2473.3,13.935458,SDSSJ121744.76+060457.6,350.027,660.664,0.137445,0.027353,7e-05,2e-06,984.916,0.104695109807431
VFID5750,185.89558,6.081763,1293.4,69.682106,NGC4339,15840,32521.9,0.114156,0.02359,4.2e-05,2e-06,57127.7,0.109175896511456
VFID5750,185.89558,6.081763,1293.4,69.682106,NGC4339,0,0,0,0,0,0,0,0.120800438299472
VFID5751,184.618,6.0760837,2246,12.915798,SDSSJ121828.33+060433.9,56.3343,103.727,0.791597,0.157986,0.00035,7e-06,148.273,0.199612135332241
VFID5752,165.32059,6.072741,2494.2,8.130575,SDSSJ110116.94+060421.7,68.9716,88.8748,1.72562,0.337513,0.000572,9e-06,100.58,0.187718935588266
VFID5753,185.95801,6.059801,1162.6,11.511217,PGC040274,249.287,459.943,0.473386,0.098409,0.000168,5e-06,688.191,0.0444904390821173
VFID5754,184.1125,6.052193,2036.3,11.043869,SDSSJ121626.98+060307.6,232.127,273.207,0.142711,0.029152,8.1e-05,2e-06,288.569,0.34538039671705
VFID5755,188.38834,6.0497217,1872,100,AGC227895,6.89363,20.3138,1.59748,0.303773,0.000606,9e-06,38.6318,0.479696409506934
VFID5756,234.26494,6.040166,2642.2,8.874038,SDSSJ153703.58+060224.6,75.1667,120.58,2.17654,0.439954,0.001486,1.1e-05,161.33,0.0251771685285654
VFID5757,186.1472,6.0329247,1135.2,8.853627,PGC1293380,167.923,236.484,1.38593,0.272902,0.000503,8e-06,291.035,0.186988869941712
VFID5758,184.97386,6.032312,1983.2,11.943215,SDSSJ121953.72+060156.4,68.712,127.085,0.884175,0.174211,0.000394,7e-06,188.804,0.150585986578269
VFID5760,232.88887,6.0253415,1941.7,16.118328,SDSSJ153133.32+060131.2,60.6124,81.0553,1.23312,0.262554,0.001126,1.7e-05,94.9263,0.703900034211332
VFID5761,184.95491,6.014943,2074,36.48558,NGC4269,4368.54,8772.1,0.482912,0.095512,0.000239,5e-06,14862.2,0.25837579018001
VFID5761,184.95491,6.014943,2074,36.48558,NGC4269,0,0,0,0,0,0,0,0.288404248120973
VFID5763,189.80177,6.012271,2428.3,42.571724,NGC4591,0,0,0,0,0,0,0,0.209835108032442
VFID5763,189.80177,6.012271,2428.3,42.571724,NGC4591,3773.08,7169.07,0.237112,0.045585,0.000127,4e-06,12047.1,0.18479930532448
VFID5764,185.01445,6.010581,2123.7,17.624681,PGC039757,157.671,286.724,0.251426,0.051878,0.000136,4e-06,420.087,0.20480411491582
VFID5765,184.93878,6.0059013,2242.9,29.931002,IC3155,0,0,0,0,0,0,0,0.193139679825733
VFID5765,184.93878,6.0059013,2242.9,29.931002,IC3155,2154.75,4345.01,0.267183,0.053537,0.000156,4e-06,7369.38,0.196059125541434
VFID5766,138.73885,6.0051775,1375.2,15.8168955,SDSSJ091457.33+060018.6,140.906,238.594,0.478822,0.093922,0.000251,6e-06,321.881,0.580796083475157
VFID5768,241.51651,5.999292,2526.4,2.3665802,SDSSJ160603.91+055957.7,2.81093,6.16081,3.53772,0.650386,0.00099,1.3e-05,10.2112,0.931735008194039
VFID5769,218.22006,5.9990463,2274.6,7.890804,PGC051983,195.819,285.086,1.84546,0.352026,0.001173,1.9e-05,353.86,0.278950860545538
VFID5770,239.31433,5.9983625,1795.6,24.050343,NGC6017,4209.32,8955.76,0.818043,0.170881,0.000313,7e-06,16230.7,0.0845725758232736
VFID5772,185.44617,5.989024,746.6,9.270886,PGC1292607,287.184,398.899,0.315283,0.060558,0.000118,3e-06,441.843,0.599538624965042
VFID5773,184.80768,5.986681,1609,10.4260845,PGC039639,83.7228,113.951,0.349954,0.072521,0.000205,5e-06,139.261,0.440332920437106
VFID5774,185.20383,5.981754,1774.8,12.826886,PGC1292491,183.95,255.734,0.78154,0.15353,0.000329,7e-06,301.458,0.852213251612369
VFID5775,225.9763,5.977069,3193.1,26.18914,SDSSJ150354.32+055837.3,173.169,282.537,0.683833,0.139893,0.000611,1.3e-05,395.693,0.228855856861845
VFID5776,234.40091,5.9740148,1446.9,102.593834,NGC5964,7985.8,14655.1,0.023643,0.005287,3.6e-05,1e-06,22297,0.208816922235314
