t1_vfid,t1_ra,t1_dec,t1_vr,t1_radius,t1_objname,flux_g,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,dist_arcsec
VFID1401,173.32031,49.284874,3086.9,27.360325,UGC06538,395.12,520.354,270.966,159.071,172.31,1809.19,585.586,0.959844136494868
VFID1402,179.3224,49.283283,784.1,42.376125,UGC06930,8255.17,13698.5,7218.74,4056.91,15424.2,20745.2,13795.3,0.956947693258835
VFID1404,278.46906,49.278557,1963.9,40.005642,IC1291,4510.94,6719.78,4353.66,2793.43,13764.3,54658.4,8660.52,0.932688060932569
VFID1405,141.06667,49.24915,2692.1,36.738487,NGC2856,0,0,0,0,0,0,0,0.200404075606988
VFID1405,141.06667,49.24915,2692.1,36.738487,NGC2856,3690.62,8151.64,17930.4,12712.4,115973,522018,14921.7,0.519215201161299
VFID1406,142.23071,49.238503,2729.4,44.783833,UGC05049,1306.01,2983.36,5833.22,3600.69,13143,48659.6,5773.79,0.36161837239793
VFID1407,160.17656,49.206593,1502.3,13.87143,PGC2336386,205.638,198.577,77.9787,69.2555,1037.51,7440.83,158.439,0.0894793291210471
VFID1408,141.01277,49.204338,2781.9,38.293163,NGC2854,5410.94,11685.8,21160.2,13580.3,72495.7,98795.5,23708.9,0.51984049399451
VFID1409,115.63493,49.19128,2973.5,27.297398,PGC021619,1146.9,1781.97,1378.72,803.757,2226.15,4663.93,2341.56,0.66001744217951
VFID1411,210.70847,49.172653,2013.5,113.01114,NGC5448,16901.7,36388.1,44974.1,25803.1,60046.3,95438.9,63436.3,0.368428093242234
VFID1412,133.72522,49.1604,2882,33.04618,NGC2684,7576.58,13551.9,13473.5,8259.74,47741.4,54516.1,22256.2,0.0729451615106537
VFID1413,204.47571,49.120678,644.6,12.709289,PGC166171,91.1958,134.35,69.5116,16.7198,238.027,-1209.77,154.952,0.61945270472428
VFID1413,204.47571,49.120678,644.6,12.709289,PGC166171,112.128,156.305,71.632,7.49547,1.84946,-1735.36,181.101,0.254523982348821
VFID1414,196.21077,49.11937,1988.2,2.1238375,SDSSJ130450.58+490709.8,2.76412,9.38045,-7.05171,0.175589,-45.9621,228.882,17.5249,0.0924370317599453
VFID1414,196.21077,49.11937,1988.2,2.1238375,SDSSJ130450.58+490709.8,2.72225,9.25742,-6.62295,0.39858,-27.5728,214.186,17.4027,0.0924370317599453
VFID1415,169.19182,49.117466,2234.6,14.727237,PGC2333993,161.698,242.317,132.639,70.3772,44.477,-107.82,275.507,0.179151866843289
VFID1418,123.66717,49.061623,546.9,90.59855,NGC2541,0,0,0,0,0,0,0,0.233908891830941
VFID1418,123.66717,49.061623,546.9,90.59855,NGC2541,29274.8,46872.4,21718.7,12347.1,29604.9,314.233,53801.7,0.911500849002585
VFID1419,212.39436,49.044254,1992.4,9.707809,PGC2332009,175.12,235.204,121.166,67.8522,119.784,-140.39,258.252,0.770359364056183
VFID1423,145.97096,49.010487,2989.4,33.27725,SDSSJ094353.03+490037.7,2.76873,6.20191,76.6816,81.6129,395.299,1732.98,16.6443,0.113105807240085
VFID1424,210.86995,48.96477,2000.1,36.52489,SDSSJ140328.79+485753.0,151.951,248.91,158.526,87.0535,-11.5016,-579.326,326.738,0.161049702519899
VFID1425,169.75734,48.95424,2069.5,8.592534,PGC2329720,63.704,90.5538,46.8624,25.1148,-10.8762,61.4667,100.315,0.402660738744641
VFID1426,213.94371,48.906853,1983.5,11.943215,PGC2328507,132.838,188.642,92.8239,49.072,-77.9659,477.796,232.165,0.335736985928922
VFID1427,138.20137,48.904816,662.4,12.249581,SDSSJ091248.34+485417.3,198.872,278.234,127.248,71.5096,43.7308,-560.32,325.302,0.0998448844421238
VFID1428,221.83757,48.901295,2232.3,14.829321,PGC140374,0,0,0,0,0,0,0,0.192665903539318
VFID1428,221.83757,48.901295,2232.3,14.829321,PGC140374,1038.52,1479.66,1145.24,693.403,2471.45,10555,1828.94,0.176970132387612
VFID1430,218.09937,48.877285,2265.4,8.33914,SDSSJ143223.88+485238.0,55.2158,86.124,47.477,22.3385,14.4529,-1361.11,111.746,0.154347953345645
VFID1430,218.09937,48.877285,2265.4,8.33914,SDSSJ143223.88+485238.0,55.8045,87.0318,47.7035,22.2868,20.1568,-1127.94,113.061,0.103249026034401
VFID1432,176.10382,48.835506,900.3,35.902214,UGC06713,1566.39,2494.94,1237.63,651.085,971.287,-3127.7,3116.99,0.466743049502082
VFID1433,126.68362,48.808716,3091.2,32.81869,UGC04401,484.202,741.552,407.283,207.679,67.3711,549.325,818.873,0.931286818340635
VFID1433,126.68362,48.808716,3091.2,32.81869,UGC04401,417.6,640.087,365.566,187.737,37.0233,345.766,720.471,0.844873685589253
VFID1436,218.87369,48.741554,2168.2,109.931274,NGC5689,15102.9,33576.3,54463.4,29944,20567.1,16966,59787.4,0.320327624569437
VFID1437,177.15912,48.710766,961.8,80.74604,NGC3893,38608.6,65616.8,67124,41527.6,318073,452921,98023.4,0.401249400125052
VFID1438,212.62173,48.69424,2035.5,13.541977,SDSSJ141029.22+484139.3,54.6143,90.6968,49.0112,12.5607,28.8784,994.83,113.56,0.97915238644513
VFID1438,212.62173,48.69424,2035.5,13.541977,SDSSJ141029.22+484139.3,11.0895,13.8215,13.7246,19.0859,-6.87134,-1104.06,15.522,0.973345311722041
VFID1439,138.96693,48.688847,2776.7,6.4583454,PGC2323268,62.1579,93.1678,37.8673,35.8131,-455.037,5874.13,122.313,0.325686322026859
VFID1440,177.94849,48.683144,974.2,41.031864,NGC3928,7724.42,14361.6,17851.9,11263.4,85007.7,244654,22059.5,0.166632325421796
VFID1440,177.94849,48.683144,974.2,41.031864,NGC3928,0,0,0,0,0,0,0,0.188061410733292
VFID1441,169.61537,48.682243,2615.5,12.1652565,PGC2323111,116.55,180.087,103.846,55.061,98.0755,-940.761,213.626,0.0721728218834088
VFID1442,177.23471,48.67477,918.1,42.473812,NGC3896,6490.88,8796.9,4967.76,2940.12,6487.66,16932.2,10601.3,0.82656537074899
VFID1446,138.81517,48.66488,2775.3,18.160227,UGC04874,0,0,0,0,0,0,0,0.666791790326404
VFID1447,139.44246,48.66191,2775.8,25.300043,SDSSJ091746.17+483942.6,317.576,497.365,287.182,142.394,37.2684,3679.21,606.8,0.27871107304309
VFID1449,219.37175,48.62366,2309.4,31.125853,UGC09426,469.366,765.766,362.055,161.815,191.257,568.581,971.622,0.810138945405086
VFID1449,219.37175,48.62366,2309.4,31.125853,UGC09426,422.153,693.025,331.548,153.411,180.689,655.357,882.327,0.837552894507211
VFID1451,198.7136,48.600765,2591.2,16.486227,SDSSJ131451.25+483602.8,173.294,264.358,161.51,89.8462,189.511,-452.528,335.919,0.485586561560043
VFID1452,138.71536,48.5939,2786.2,15.889903,UGC04868,430.602,590.83,309.449,165.408,-33.2447,-368.721,691.388,0.0710283747927348
VFID1453,219.04662,48.584976,2284.4,47.002533,NGC5693,0,0,0,0,0,0,0,0.474211328027057
VFID1454,140.66937,48.576347,746.8,26.18914,PGC026513,1.00754,0.794465,6.36368,4.49557,18.9264,-1213.99,0.488075,0.464188232949688
VFID1456,212.5635,48.546085,1905.3,27.677143,NGC5500,0,0,0,0,0,0,0,0.123042714230802
VFID1456,212.5635,48.546085,1905.3,27.677143,NGC5500,3238.87,6581.72,6413.3,3517.49,1147.36,995.901,10387,0.128409821211811
VFID1460,173.5161,48.47703,3057,15.951704,SDSSJ113403.90+482837.3,92.6744,144.311,86.7149,55.1902,-25.1222,-311.58,176.525,0.645400498977331
VFID1461,167.65123,48.46447,2298.7,12.709289,PGC2318077,178.567,285.657,195.782,109.984,247.096,1707.93,378.176,0.153783138635382
VFID1463,210.19865,48.44388,2074.3,47.437443,NGC5425,2786.65,4701.34,4617.7,2741.41,8940.62,11346.5,7076.76,0.443411080369055
VFID1464,200.78687,48.430504,2389.3,13.618249,SDSSJ132308.85+482549.7,98.2182,142.819,66.3781,37.5722,10.9429,1435.91,155.54,0.306776438769307
VFID1466,213.78604,48.42582,2043.9,15.385841,PGC2317193,275.814,417.495,236.99,128.926,108.358,1179.91,520.854,0.193942817360629
VFID1467,168.43918,48.401554,1994.6,12.249581,PGC2316668,244.645,449.363,305.251,176.562,25.9015,-237.336,619.731,0.175956377433729
VFID1468,141.56926,48.3933,691.2,15.744224,SDSSJ092616.63+482335.9,266.366,498.606,252.291,115.282,109.374,956.915,583.607,0.161089601224854
VFID1469,246.53468,48.366787,2413.7,39.821835,NGC6155,6445.76,11277.8,10569.9,6659.98,49462.7,76386.8,16878.2,0.692115287472565
VFID1469,246.53468,48.366787,2413.7,39.821835,NGC6155,0,0,0,0,0,0,0,0.103889535817583
VFID1471,175.74858,48.35682,3092.8,19.820803,SDSSJ114259.64+482124.4,108.865,148.253,68.8215,44.5575,-109.218,108.133,177.42,0.339603918610875
VFID1472,145.11258,48.337666,770.8,19.775217,UGC05151,0,0,0,0,0,0,0,0.172194700536526
VFID1472,145.11258,48.337666,770.8,19.775217,UGC05151,3048.82,4346.6,2697.23,1607.32,4233.77,13766.5,5187.38,0.669576063111605
VFID1473,173.428,48.334675,3036.4,7.854549,PGC2315215,100.74,146.086,92.6045,55.5597,25.2455,-228.428,177.991,0.148925836816703
VFID1474,242.79794,48.334465,2828.4,13.125663,PGC101536,735.582,975.275,628.595,383.558,1058.4,3672.15,1138.38,0.26582358818822
VFID1475,179.17554,48.33395,982.9,33.738148,NGC3985,0,0,0,0,0,0,0,0.919464062693818
VFID1475,179.17554,48.33395,982.9,33.738148,NGC3985,6307.04,10580,9070.7,5546.55,24321,32669.6,15082.9,0.639607075524921
VFID1476,195.83885,48.330826,2521.8,20.096539,PGC045088,292.281,489.707,315.149,163.282,199.418,-80.1144,666.621,0.0655981652822432
VFID1477,168.5643,48.326214,2183.9,13.400508,PGC2315061,0,0,0,0,0,0,0,0.256710664430274
VFID1479,168.54544,48.318474,2110.6,67.16164,NGC3583,18201.5,39173.7,47485.6,28561.2,162177,178322,66165.7,0.520707481872355
VFID1481,213.5068,48.30931,2052.6,20.012178,SDSSJ141401.62+481833.7,73.2281,110.658,59.0753,32.702,-0.357213,-8.68289,139.255,0.610134544879096
VFID1482,178.13934,48.293045,1081.5,10.942618,PGC2314360,134.128,215.96,142.709,74.5125,-37.6211,-664.058,290.21,0.457192270950991
VFID1483,197.64032,48.279846,2639.2,10.742893,PGC2314081,265.293,435.191,446.373,272.293,1364.58,3123.74,628.143,0.254217600613254
VFID1484,175.03796,48.258224,3036.7,7.890804,PGC2313654,82.059,123.752,82.6795,44.3867,54.1725,952.453,145.354,0.127426764960166
VFID1485,177.70856,48.25146,811.2,8.772457,PGC037045,188.873,241.139,131.282,97.592,277.462,1465.68,244.172,0.474218506455862
VFID1486,191.59726,48.2352,899.5,24.553944,PGC043081,609.84,726.66,318.899,177.37,310.522,6541.87,746.583,0.234952230755303
VFID1486,191.59726,48.2352,899.5,24.553944,PGC043081,1198.52,1425.8,638.223,327.445,490.885,12188.6,1414.64,0.239470890138458
VFID1488,198.52704,48.156204,2526,26.799164,UGC08316,981.646,1518.76,1216.26,727.096,2611.48,3640.76,2015.7,0.346487216196814
VFID1489,198.16223,48.155098,2502.2,6.3550835,PGC2311534,69.9249,97.0844,53.0001,30.8923,33.4467,124.896,116.394,0.218319062068975
VFID1493,225.35385,48.1077,3212.1,9.956834,PGC140462,396.694,631.439,553.867,338.607,1317.53,6351.74,843.838,0.198453316580598
VFID1494,219.08946,48.066326,2493,7.7111874,PGC2309848,89.5363,114.376,48.3254,26.903,-7.5145,-1379.71,126.533,0.126398445167525
VFID1495,245.511,48.027294,2433.1,9.039018,PGC2309058,171.005,252.326,106.801,47.2809,126.787,1783.64,309.432,0.518717091828458
VFID1497,184.38342,47.9952,687.4,16.486227,PGC2308426,528.806,775.676,455.685,256.561,344.917,598.592,938.96,0.415019120600125
VFID1498,212.11574,47.97037,2098.9,28.715822,UGC09046,238.373,367.784,191.173,90.8365,-68.2889,505.202,442.262,0.778449455250577
VFID1499,212.95663,47.966373,2117.7,17.14436,PGC050687,626.807,900.153,516.493,294.227,575.541,3160.12,1100.32,0.266719525180737
VFID1500,177.74835,47.96374,942.4,11.146057,SDSSJ115059.60+475749.4,93.486,132.258,67.4158,37.5795,-17.7468,-491.076,156.262,0.764242057340372
VFID1501,159.86201,47.947117,854.9,39.63887,UGC05791,2155.99,2905.26,1685.27,969.233,1323.54,3547.37,3381.19,0.301830297778087
VFID1502,159.94615,47.93256,1539.1,29.656593,UGC05798,4363.48,6117.73,3892.22,2190.41,2169.75,8500.78,8152.41,0.772026094162414
VFID1503,174.43376,47.893124,719.9,87.72457,NGC3769,16483.9,32303.8,27876.8,16612.1,79365,84240.2,51269,0.338184044947658
VFID1503,174.43376,47.893124,719.9,87.72457,NGC3769,0,0,0,0,0,0,0,0.588793394461041
VFID1505,184.04881,47.883274,916.8,100.48963,NGC4220,29335.7,61979,89639.2,50451.4,106769,103027,128279,0.306635257915373
VFID1507,139.65239,47.872353,1993.3,44.373253,UGC04922,4702.63,7726.1,3942.03,2045.44,4022.8,8292.32,9053.86,0.753805248228531
VFID1507,139.65239,47.872353,1993.3,44.373253,UGC04922,4563.83,7756.85,3975.44,2073.67,3983.42,13986.8,9460.62,0.71490450518271
VFID1508,155.60606,47.87178,1617.7,10.917451,SDSSJ102225.42+475218.3,70.8288,86.4541,35.2002,20.4729,84.3956,-50.1998,89.7299,0.615420539663644
VFID1508,155.60606,47.87178,1617.7,10.917451,SDSSJ102225.42+475218.3,70.7448,86.2787,35.8064,20.6717,84.2327,-200.117,89.4609,0.612886434062451
VFID1509,136.22673,47.864677,2721.9,9.508702,SDSSJ090454.43+475152.7,51.3082,69.9866,40.163,21.9777,-73.014,302.281,77.1679,0.248326326881061
VFID1510,178.42384,47.85877,800,67.78307,NGC3949,0,0,0,0,0,0,0,0.201963415531178
VFID1510,178.42384,47.85877,800,67.78307,NGC3949,26891.5,42461.3,36047.5,22551.2,146677,154171,58375,0.323213073480987
VFID1511,124.50604,47.852608,3107.4,32.894344,UGC04307,717.912,1241.83,1326.28,801.784,2619.64,4836.31,1889.01,0.671173723966781
VFID1513,135.2437,47.795338,3127.8,30.628185,PGC025324,1018.03,2322.52,3521.8,1976.87,2611.61,2260.19,4343.71,0.280488509118659
VFID1516,160.55923,47.76672,1528.1,22.188158,PGC031888,896.065,1224.67,856.593,532.035,1862.49,11239.8,1316.56,0.8078453086693
VFID1517,154.02245,47.765423,3248.5,10.693534,PGC2304005,159.708,233.743,136.339,73.9781,84.674,449.554,295.221,0.603029628292919
VFID1518,204.13033,47.737183,2282.8,29.656593,UGC08601,442.095,661.243,353.572,175.99,-23.6537,1651.03,834.339,0.953788091896093
VFID1519,149.72253,47.73684,1169.4,39.456745,UGC05354,2934.9,4405.37,2743.88,1564.29,2847.63,5429.71,5809.41,0.54457271825352
VFID1520,161.03246,47.711674,1535.6,9.820221,SDSSJ104407.79+474242.1,111.527,141.427,74.2709,43.1136,60.0622,-78.6177,158.21,0.239218142280455
VFID1521,159.6071,47.710136,1577.3,10.402105,PGC2302994,226.525,305,160.955,97.0968,91.0163,1504.5,330.363,0.463181965054645
VFID1522,159.10431,47.69814,1557.6,7.0814347,PGC2302764,103.634,135.46,70.4952,44.5263,312.414,1634.37,147.143,0.0508019300342923
VFID1523,175.31934,47.690834,3152,60.830482,NGC3811,7925.05,15728.9,22016.9,13343.9,67758.1,148991,25109.6,0.226625443836641
VFID1524,215.64633,47.662937,2148.7,9.707809,PGC2302135,120.93,173.024,95.3044,55.7074,-107,-25.5157,209.339,0.315569900542394
VFID1527,165.51344,47.646267,1932,9.335149,PGC2301841,129.078,167.095,79.4642,42.4654,-33.3184,-501.877,190.752,0.714053692011413
VFID1528,149.82777,47.61624,1099.7,21.189528,PGC3095910,207.564,299.075,147.159,78.6072,-62.6181,-738.418,372.138,0.718389231071163
VFID1529,177.2311,47.582684,962.6,14.863505,PGC2300734,0,0,0,0,0,0,0,0.405759850400338
VFID1530,219.081,47.56512,733.8,23.139538,SDSSJ143619.44+473354.6,158.695,209.471,90.0026,31.8518,-153.671,-186.801,248.831,0.92831651508229
VFID1532,167.16454,47.53161,1422.8,14.325878,PGC2299889,1015.41,1599.04,1061.94,590.931,916.768,1319.36,2074.88,0.520002734731756
VFID1534,183.96486,47.504715,660.2,14.42518,PGC2299404,145.368,206.255,106.96,51.2592,-96.4209,-204.894,252.471,0.308360937030468
VFID1536,181.50476,47.478455,563.7,169.4811,NGC4096,32842.7,62567,70026.9,44479.2,268227,369529,99591.8,0.066558771491474
VFID1536,181.50476,47.478455,563.7,169.4811,NGC4096,0,0,0,0,0,0,0,0.725226962251569
VFID1537,173.28242,47.45875,1475,10.402105,PGC2298580,119.323,173.958,84.2516,43.8957,-94.7097,-619.132,196.78,0.809456496317846
VFID1538,184.8884,47.451485,771.7,9.421526,PGC166129,113.205,189.414,88.4079,36.1932,-293.749,4611.13,252.346,0.34022387092448
VFID1539,173.15596,47.44965,1420.4,8.772457,PGC2298394,119.625,170.332,87.2564,41.3598,23.3793,271.279,191.034,0.146202650592094
VFID1540,168.85646,47.447098,2200.7,45.406837,NGC3595,7588.37,16018.9,19020.3,10070,3816.9,2835.53,26378.4,0.133658872194934
VFID1540,168.85646,47.447098,2200.7,45.406837,NGC3595,0,0,0,0,0,0,0,0.15291995258889
VFID1543,136.16731,47.40428,2248.1,13.095475,PGC025485,349.721,476.36,270.068,159.242,236.635,1397.25,546.914,0.160191830758048
VFID1544,159.90215,47.397926,2325.4,58.3608,NGC3320,11524.8,19876.1,20256.3,12507.3,72955.2,104753,31522.9,0.23648315803527
VFID1545,149.50385,47.324535,503.1,30.069157,UGC05348,477.335,618.179,260.085,155.685,-34.4592,568.872,682.62,0.298788980199377
VFID1545,149.50385,47.324535,503.1,30.069157,UGC05348,466.722,614.524,254.097,148.853,-1.58732,792.485,675.011,0.257845936132006
VFID1549,209.06944,47.23565,1795.6,109.17451,NGC5377,0,0,0,0,0,0,0,0.224129566290221
VFID1549,209.06944,47.23565,1795.6,109.17451,NGC5377,19925.5,42039.7,51919,28066.5,32180.4,16616.9,72992.2,0.224522730843187
VFID1551,160.79036,47.216087,2332.9,11.431974,PGC2294375,119.162,168.959,85.0766,51.4413,34.8289,-2.12031,194.223,0.245984016442636
VFID1552,108.11938,47.166878,969.6,61.961403,NGC2344,8529.61,18276.2,21352.7,12013,15389.5,16093.3,31181,0.487459655348158
VFID1552,108.11938,47.166878,969.6,61.961403,NGC2344,0,0,0,0,0,0,0,0.520547338858424
VFID1553,174.09927,47.158092,3051.1,5.97202,SDSSJ113623.82+470929.0,86.5995,69.6029,27.3878,26.7374,274.821,1080.3,45.6649,0.0204658136923999
VFID1555,111.67792,47.093945,3033,41.891052,UGC03845,3321.36,5521.43,4722.44,2880.13,15374.6,22463.4,7894.78,0.41606159706369
VFID1558,245.19756,47.064983,3032.8,12.945572,PGC2291782,375.712,526.661,348.189,209.627,532.029,2118.4,659.774,0.410765487075477
VFID1559,244.07458,47.045322,717.1,76.58104,UGC10310,0,0,0,0,0,0,0,0.0430972392326778
VFID1560,203.32722,47.040962,2638.3,8.79268,SDSSJ133318.53+470227.5,99.8903,172.445,127.298,68.4901,43.1732,-326.201,243.826,0.217048538337482
VFID1561,244.09805,47.033997,711.2,10.66894,PGC101538,0,0,0,0,0,0,0,0.150981193448387
VFID1561,244.09805,47.033997,711.2,10.66894,PGC101538,199.566,140.618,30.8062,29.955,169.215,2387.3,80.646,0.359666125416858
VFID1562,173.33821,47.029083,863.5,169.4811,NGC3726,0,0,0,0,0,0,0,0.68612841166147
VFID1563,192.60593,47.02566,807.3,36.912468,SDSSJ125025.42+470132.3,131.254,188.167,91.0181,32.8709,-31.6267,-342.759,229.885,0.241573744357493
VFID1564,236.34665,47.025253,2717,10.86729,SDSSJ154523.20+470130.7,89.9278,121.735,68.4618,40.0565,21.0109,117.542,145.19,0.198202988817101
VFID1565,209.4477,47.02096,2095.7,7.196499,SDSSJ135747.45+470115.6,66.7659,93.5248,53.0822,26.5248,78.7181,-240.757,112.89,0.207006487271363
VFID1567,185.86646,46.993813,775.3,99.11086,NGC4346,21909.4,26637.2,53388.7,28088.2,11744.4,8131.56,84018.1,0.265544587025758
VFID1568,182.98206,46.981808,985.4,28.914871,PGC038855,357.365,590.37,301.742,150.862,-60.2106,834.411,756.434,0.623202245729404
VFID1569,239.26846,46.977425,2662.4,12.506082,PGC2290298,115.559,154.738,79.9022,51.0113,-13.9806,180.16,182.132,0.513032318287263
VFID1570,248.66618,46.960396,2452.2,16.948109,PGC101540,263.258,396.948,274.342,169.293,645.228,3586.54,480.63,0.145158037676931
VFID1571,184.49754,46.94281,1149,8.533383,SDSSJ121759.40+465634.3,55.1352,67.3289,12.9524,-0.175653,33.6217,2190.66,78.7546,0.756082399558262
VFID1572,202.1386,46.927162,2714.3,51.182472,IC4263,1378.21,2315.28,1838.5,1062.42,2508.62,3606.14,3164.95,0.423226431385874
VFID1574,122.69888,46.912426,3124.5,30.069157,UGC04258,704.923,1140.86,843.746,491.593,682.011,1762.99,1600.88,0.980815961475175
VFID1575,227.17595,46.906967,1927.2,16.87024,PGC2289184,393.216,619.28,374.501,209.041,98.0031,302.934,784.208,0.340239202611626
VFID1576,161.94626,46.879326,1490.3,8.47464,PGC2288707,72.4035,78.5201,32.5854,20.7583,-61.7716,-250.179,74.0593,0.225289471032545
VFID1577,177.98856,46.81702,3254.8,22.496826,PGC037148,1063.73,2255.42,4026.95,2531,14217.9,37800.2,3910.29,0.339829377962977
VFID1579,202.15065,46.767815,2437.8,12.6217985,PGC2286797,0,0,0,0,0,0,0,0.0775220623131472
VFID1579,202.15065,46.767815,2437.8,12.6217985,PGC2286797,195.526,327.609,218.669,117.652,-2.14185,-187.027,411.846,0.260959995458578
VFID1580,189.91394,46.7487,2336,12.334492,SDSSJ123939.36+464455.1,242.367,316.982,151.435,84.5875,95.9725,579.657,347.582,0.722745408113971
VFID1583,162.22412,46.720703,738,27.109484,UGC05917,5.3779,6.03406,6.1557,0.926666,68.7963,-2772,3.3896,0.615469915012671
VFID1585,116.022995,46.709534,3105.8,7.485625,SDSSJ074405.51+464234.2,114.962,168.018,119.791,63.8358,109.688,-166.188,214.138,0.159106876655859
VFID1586,125.56574,46.691776,2179.7,15.6718855,PGC2285534,214.153,353.036,224.757,128.011,172.421,5136.13,466.179,0.662735852251366
VFID1587,214.48515,46.684513,2047.9,8.130575,SDSSJ141756.43+464104.3,58.1504,79.0832,46.0775,30.2544,19.9929,-714.973,88.5365,0.127341603277951
VFID1588,202.34967,46.67965,2805.4,10.283033,SDSSJ132923.89+464046.0,45.4466,83.3867,52.0031,26.4597,-27.8621,-438.726,116.097,0.178119145674884
VFID1589,202.04184,46.672134,2414.6,45.302406,NGC5169,2903.57,4733.54,4319.19,2756.69,17299,29237.3,6791.39,0.269356209201449
VFID1589,202.04184,46.672134,2414.6,45.302406,NGC5169,0,0,0,0,0,0,0,0.231890758488031
VFID1590,202.54755,46.670807,2467.6,60.830482,NGC5198,13318,28710.2,36077.8,19246.1,7241.22,6161.91,50128,0.371160218428979
VFID1590,202.54755,46.670807,2467.6,60.830482,NGC5198,12763.3,27578.9,34321.8,18315.6,6918.5,6093.64,48151.3,0.372861328971702
VFID1591,219.54796,46.638298,2238.4,85.13757,NGC5714,5504.49,11473.7,23635.4,14470.4,59624.6,80344.4,22886.7,0.406780045862671
VFID1593,178.67174,46.610107,1009.8,6.747164,PGC2284119,196.443,223.682,91.9875,55.4796,124.511,842.251,174.772,0.319246631650038
VFID1594,202.10533,46.59161,2421.3,32.970177,NGC5173,5426.47,10675.7,12177.9,6988.92,10682,11708.2,16647.4,0.165741608914111
VFID1594,202.10533,46.59161,2421.3,32.970177,NGC5173,0,0,0,0,0,0,0,0.104206352937762
VFID1594,202.10533,46.59161,2421.3,32.970177,NGC5173,0,0,0,0,0,0,0,0.104206352937762
VFID1595,203.1903,46.58529,2565.5,8.377631,SDSSJ133245.69+463506.8,51.4392,78.2628,46.7723,28.7194,5.11379,-303.748,101.971,0.148608762435179
VFID1596,202.46326,46.58236,2775.8,10.66894,SDSSJ132951.17+463456.9,87.4115,160.547,96.0524,47.1892,-58.5936,-1250.78,225.649,0.541096508868658
VFID1596,202.46326,46.58236,2775.8,10.66894,SDSSJ132951.17+463456.9,87.5477,160.817,92.9586,48.0811,-39.0984,-527.051,224.561,0.590128969604504
VFID1598,226.35956,46.565266,2506.2,36.48558,UGC09703,1423.31,2831.74,4464.23,2820.51,14453.7,21850.6,4924.04,0.466577943332974
VFID1598,226.35956,46.565266,2506.2,36.48558,UGC09703,1423.51,2831.97,4470.87,2825.48,14483,21699.6,4924.34,0.46475926062125
VFID1599,205.48317,46.55292,2526.6,22.915073,SDSSJ134155.93+463310.4,231.234,374.852,230.763,133.548,171.367,2841.25,497.371,0.383946685458247
VFID1600,203.71492,46.54446,2686.1,9.356668,PGC2283026,281.389,446.709,297.869,164.178,158.332,148.177,578.06,0.0490156484007118
VFID1601,140.72357,46.53425,3006.7,20.51735,PGC026555,1791.83,2767.59,2375.5,1413.72,5873.5,6540.32,3730.65,0.500444340212742
VFID1602,193.65742,46.531155,863,49.44487,NGC4800,17767.7,35556.8,50484.7,29550.7,112256,183604,61872.7,0.416408737037439
VFID1602,193.65742,46.531155,863,49.44487,NGC4800,0,0,0,0,0,0,0,0.124227238585066
VFID1603,216.20795,46.528038,2306.9,9.3998575,PGC2282744,167.488,226.718,127.346,71.5824,127.843,412.975,258.588,0.266045513975805
VFID1604,174.83644,46.513557,744,41.602676,NGC3782,12405.3,18500.8,11866.7,6936.94,23064.3,29132,24164,0.0736222865948641
VFID1605,202.31383,46.502403,2560.6,24.050343,PGC047323,694.239,1190.54,868.334,474.165,1136.13,953.866,1706.27,0.293505914820498
VFID1605,202.31383,46.502403,2560.6,24.050343,PGC047323,0,0,0,0,0,0,0,0.392117023843092
VFID1606,202.1402,46.499886,2559.6,27.613487,PGC047274,1137.62,2037.67,2294.66,1402.38,5212.5,12343.6,3308.9,0.298232682039626
VFID1608,122.78575,46.465675,2259.3,22.239307,UGC04260,1803.02,1803.02,5551.89,3147.11,1912.39,2513.43,1803.02,0.00286744081195371
VFID1609,179.70709,46.464794,792.4,20.99526,SDSSJ115849.68+462753.0,155.334,198.904,78.3402,39.4801,-38.8572,818.559,227.161,0.837950613750179
VFID1610,233.23798,46.452435,653,29.384699,UGC09893,2041.67,2240.03,1355.27,505.456,-2006.38,-18145.9,2400.89,0.543606950271867
VFID1611,207.521,46.450424,1809.5,8.894494,PGC2281417,204.667,281.701,172.409,97.0332,163.662,584.971,323.693,0.0566906987081569
VFID1611,207.521,46.450424,1809.5,8.894494,PGC2281417,204.672,281.662,172.421,96.9983,160.154,699.912,323.666,0.0574040151537714
VFID1614,175.34154,46.393158,747.1,25.416822,PGC036272,779.668,1115.04,661.191,370.709,484.647,1157.02,1381.53,0.767931084963217
VFID1615,241.29599,46.391926,2853.3,14.325878,PGC3087595,416.969,634.049,398.18,214.134,467.811,1141.12,786.399,0.0811351822476047
VFID1616,151.69453,46.384552,2400.9,21.385592,PGC082584,336.872,509.603,381.341,220.385,395.076,1346.97,656.822,0.117247951637945
VFID1617,220.86142,46.382454,3134.3,8.262686,PGC2280240,88.8944,148.689,111.799,64.3436,175.236,97.6673,207.274,0.512503100312844
VFID1617,220.86142,46.382454,3134.3,8.262686,PGC2280240,45.2331,51.1628,40.3504,26.2569,206.961,929.023,53.9377,0.367794192809591
VFID1618,123.321655,46.372234,2267.1,17.74685,PGC023043,362.488,615.026,453.19,247.059,311.465,348.809,880.404,0.28054070448012
VFID1618,123.321655,46.372234,2267.1,17.74685,PGC023043,367.167,623.519,461.661,251.93,254.41,624.086,893.888,0.275599633665428
